"Rank","Player","Year","Pos","Team","Draft Year","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age",""
"","Ryan Kelly","2019","C","IND","2016","$1,875,134","$1,450,181","$3,325,315","0.014","$1,875,134","$2,612,746","4","$10,450,983","$10,450,983","2021","2016","22","26",""
"","Charles Leno","2019","LT","CHI","2014","$930,000","$900,000","$3,324,000","0.017","$8,078,029","$9,250,000","4","$37,000,000","$23,752,464","2022","2017","25","28",""
"","Darren Waller","2019","TE","OAK","2015","$3,320,004","$0","$3,320,004","0.017","$3,320,004","$7,450,000","4","$29,800,000","$5,083,877","2024","2019","26","27",""
"","Virgil Green","2019","TE","LAC","2011","$2,500,000","$800,000","$3,300,000","0.018","$2,500,000","$2,866,667","3","$8,600,000","$16,404,944","2021","2018","29","31",""
"","Da'Ron Payne","2019","DT","WAS","2018","$1,135,380","$2,141,520","$3,276,900","0.017","$1,135,380","$3,604,590","4","$14,418,360","$10,181,460","2023","2018","20","22",""
"","Shaq Lawson","2019","DE","BUF","2016","$1,851,679","$1,418,907","$3,270,586","0.016","$1,891,955","$2,569,744","4","$10,278,977","$10,319,252","2020","2016","21","25",""
"","Ereck Flowers","2019","G","WAS","2015","$2,000,000","$1,000,000","$3,250,000","0.017","$3,250,000","$3,250,000","1","$3,250,000","$18,190,111","2020","2019","24","25",""
"","HaHa Clinton-Dix","2019","FS","CHI","2014","$2,000,000","$500,000","$3,250,000","0.017","$3,325,271","$3,000,000","1","$3,000,000","$17,827,938","2020","2019","26","27",""
"","Kenny Vaccaro","2019","SS","TEN","2013","$1,250,000","$1,500,000","$3,250,000","0.015","$7,750,000","$6,000,000","4","$24,000,000","$23,375,018","2023","2019","27","28",""
"","Thomas Davis","2019","OLB","LAC","2005","$1,250,000","$2,000,000","$3,250,000","0.017","$5,250,000","$5,250,000","2","$10,500,000","$70,073,295","2021","2019","35","36",""
"","Teddy Bridgewater","2019","QB","NO","2014","$1,250,000","$2,000,000","$3,250,000","0.017","$7,250,000","$7,250,000","1","$7,250,000","$20,100,283","2020","2019","26","27",""
"","Marlon Humphrey","2019","CB","BAL","2017","$1,542,044","$1,689,087","$3,231,131","0.017","$1,610,984","$2,961,870","4","$11,847,480","$9,835,854","2022","2017","20","23",""
"","Dustin Hopkins","2019","K","WAS","2013","$2,275,000","$400,357","$3,225,357","0.017","$2,825,000","$2,483,333","3","$7,450,000","$7,478,541","2021","2018","27","29",""
"","Ty Sambrailo","2019","RT","ATL","2015","$2,000,000","$1,000,000","$3,218,750","0.017","$5,227,353","$4,750,000","3","$14,250,000","$9,011,366","2022","2019","26","27",""
"","Jonah Williams","2019","T","CIN","2019","$495,000","$2,710,485","$3,205,485","0.016","$11,336,940","$4,407,542","4","$17,630,166","$11,336,940","2024","2019","21","22",""
"","Ryan Succop","2019","K","TEN","2009","$2,500,000","$700,000","$3,200,000","0.015","$2,500,000","$4,000,000","5","$20,000,000","$23,499,154","2023","2018","31","33",""
"","Clayton Geathers","2019","SS","IND","2015","$1,250,000","$500,000","$3,187,500","0.013","$3,187,500","$2,750,000","1","$2,750,000","$6,001,430","2020","2019","26","27",""
"","Cameron Erving","2019","T","KC","2015","$1,450,000","$1,431,666","$3,181,666","0.017","$1,750,000","$4,139,610","2","$8,279,219","$14,458,284","2021","2018","25","27",""
"","Michael Bennett","2019","DE","DAL","-99","$1,764,706","$0","$3,170,956","0.016","$3,213,489","$8,375,000","2","$16,750,000","$59,731,554","2020","2019","33","34",""
"","Jonathan Allen","2019","DE","WAS","2017","$1,519,216","$1,643,432","$3,162,648","0.016","$1,519,216","$2,899,094","4","$11,596,377","$9,474,346","2022","2017","21","24",""
"","Rex Burkhead","2019","RB","NE","2013","$1,750,000","$1,000,000","$3,156,250","0.016","$2,156,250","$3,250,000","3","$9,750,000","$11,724,700","2021","2018","27","29",""
"","Dustin Colquitt","2019","P","KC","2005","$2,450,000","$650,000","$3,150,000","0.017","$2,500,000","$2,500,000","3","$7,500,000","$34,260,000","2021","2018","35","37",""
"","Marcus Davenport","2019","DE","NO","2018","$779,632","$2,018,526","$3,123,158","0.016","$1,104,632","$3,435,474","4","$13,741,895","$9,658,737","2023","2018","21","23",""
"","Robby Anderson","2019","WR","NYJ","-99","$3,095,000","$0","$3,095,000","0.015","$3,095,000","$3,095,000","1","$3,095,000","$4,967,000","2020","2019","25","26",""
"","Ka'imi Fairbairn","2019","K","HOU","-99","$3,095,000","$0","$3,095,000","0.014","$3,095,000","$3,095,000","1","$3,095,000","$4,565,000","2020","2019","24","25",""
"","Nate Sudfeld","2019","QB","PHI","2016","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$4,852,334","2020","2019","25","26",""
"","Shelby Harris","2019","DT","DEN","2014","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$5,206,416","2020","2019","27","28",""
"","Jalen Richard","2019","RB","OAK","-99","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$4,715,000","2020","2019","25","26",""
"","Daryl Worley","2019","CB","OAK","2016","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$5,362,567","2020","2019","23","24",""
"","Patrick Onwuasor","2019","ILB","BAL","-99","$3,095,000","$0","$3,095,000","0.017","$3,132,555","$3,095,000","1","$3,095,000","$4,654,695","2020","2019","26","27",""
"","Michael Pierce","2019","DT","BAL","-99","$3,095,000","$0","$3,095,000","0.017","$3,130,618","$3,095,000","1","$3,095,000","$4,760,618","2020","2019","26","27",""
"","Chester Rogers","2019","WR","IND","-99","$3,095,000","$0","$3,095,000","0.013","$3,095,000","$3,095,000","1","$3,095,000","$4,715,000","2020","2019","24","25",""
"","B.J. Finney","2019","G","PIT","-99","$3,095,000","$0","$3,095,000","0.015","$3,095,000","$3,095,000","1","$3,095,000","$4,817,400","2020","2019","27","28",""
"","George Fant","2019","T","SEA","-99","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$4,558,000","2020","2019","26","27",""
"","Anthony Harris","2019","SS","MIN","-99","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$5,331,578","2020","2019","27","28",""
"","Cory Littleton","2019","ILB","LAR","-99","$3,095,000","$0","$3,095,000","0.016","$3,095,000","$3,095,000","1","$3,095,000","$5,101,379","2020","2019","25","26",""
"","Kenny Wiggins","2019","G","DET","-99","$2,500,000","$375,000","$3,093,750","0.016","$2,718,750","$2,500,000","2","$5,000,000","$7,524,678","2020","2018","29","31",""
"","Colt McCoy","2019","QB","WAS","2010","$3,000,000","$0","$3,093,750","0.016","$3,093,750","$3,250,000","2","$6,500,000","$16,985,480","2020","2018","31","33",""
"","William Jackson","2019","CB","CIN","2016","$1,773,497","$1,314,664","$3,088,161","0.016","$1,832,247","$2,426,411","4","$9,705,644","$9,764,394","2021","2016","23","27",""
"","Adoree' Jackson","2019","CB","TEN","2017","$1,490,708","$1,586,415","$3,077,123","0.014","$1,490,708","$2,820,696","4","$11,282,783","$9,279,223","2022","2017","21","24",""
"","Kolton Miller","2019","RT","OAK","2018","$1,092,333","$1,969,331","$3,061,664","0.016","$1,092,333","$3,367,831","4","$13,471,324","$9,449,659","2023","2018","22","24",""
"","Artie Burns","2019","CB","PIT","2016","$957,862","$1,293,817","$3,051,679","0.015","$1,757,862","$2,397,745","4","$9,590,981","$9,590,982","2020","2016","20","24",""
"","Josh Kline","2019","G","MIN","-99","$1,450,000","$1,333,333","$3,036,458","0.016","$5,703,125","$5,166,667","3","$15,500,000","$21,395,901","2022","2019","29","30",""
"","O.J. Howard","2019","TE","TB","2017","$1,473,602","$1,552,203","$3,025,805","0.016","$1,473,602","$2,773,655","4","$11,094,618","$9,102,951","2022","2017","22","25",""
"","Garett Bolles","2019","LT","DEN","2017","$1,467,900","$1,540,800","$3,008,700","0.015","$1,533,781","$2,757,976","4","$11,031,904","$9,274,158","2021","2017","24","27",""
"","Rigoberto Sanchez","2019","P","IND","-99","$645,000","$4,000","$3,004,000","0.013","$3,000,000","$2,900,000","4","$11,600,000","$4,032,000","2024","2019","24","25",""
"","A.J. McCarron","2019","QB","HOU","2014","$1,500,000","$1,500,000","$3,000,000","0.014","$3,000,000","$3,000,000","1","$3,000,000","$10,401,652","2020","2019","28","29",""
"","LeSean McCoy","2019","RB","KC","2009","$3,000,000","$0","$3,000,000","0.016","$3,000,000","$3,000,000","1","$3,000,000","$62,024,623","2020","2019","30","31",""
"","Matthew Slater","2019","WR","NE","2008","$1,600,000","$500,000","$3,000,000","0.015","$2,500,000","$2,600,000","2","$5,200,000","$19,129,507","2020","2018","32","34",""
"","Jamie Collins","2019","OLB","NE","2013","$900,000","$150,000","$3,000,000","0.015","$3,000,000","$2,000,000","1","$2,000,000","$33,938,309","2020","2019","29","30",""
"","Brian Hoyer","2019","QB","IND","-99","$2,000,000","$1,000,000","$3,000,000","0.013","$5,000,000","$4,000,000","3","$12,000,000","$27,881,470","2022","2019","33","34",""
"","Kevin Johnson","2019","CB","BUF","2015","$2,000,000","$400,000","$3,000,000","0.015","$3,048,557","$3,000,000","1","$3,000,000","$13,170,529","2020","2019","26","27",""
"","Jarrad Davis","2019","ILB","DET","2017","$1,462,198","$1,529,396","$2,991,594","0.015","$1,462,198","$2,742,296","4","$10,969,183","$9,008,384","2021","2017","22","25",""
"","B.W. Webb","2019","CB","CIN","2013","$1,000,000","$500,000","$2,984,375","0.015","$4,047,533","$3,500,000","3","$10,500,000","$8,189,866","2022","2019","28","29",""
"","Kenny Clark","2019","DT","GB","2016","$1,726,588","$1,252,119","$2,978,707","0.015","$1,726,588","$2,340,412","4","$9,361,646","$9,361,646","2021","2016","20","24",""
"","Charles Harris","2019","DE","MIA","2017","$1,450,794","$1,506,589","$2,957,383","0.015","$1,450,794","$2,710,935","4","$10,843,739","$8,900,047","2021","2017","21","24",""
"","Alex Okafor","2019","DE","KC","2013","$805,000","$2,000,000","$2,953,125","0.016","$6,953,125","$5,966,667","3","$17,900,000","$16,463,024","2021","2019","27","28",""
"","Brett Kern","2019","P","TEN","-99","$1,800,000","$1,050,000","$2,950,000","0.014","$4,100,000","$3,162,500","4","$12,650,000","$22,472,924","2023","2019","32","33",""
"","DeSean Jackson","2019","WR","PHI","2008","$1,030,000","$1,434,000","$2,939,000","0.015","$8,675,000","$9,300,000","3","$27,900,000","$77,934,586","2022","2019","32","33",""
"","Allen Hurns","2019","WR","MIA","-99","$1,750,000","$683,333","$2,933,333","0.015","$3,800,000","$3,500,000","2","$7,000,000","$26,974,575","2023","2019","27","28",""
"","Evan Engram","2019","TE","NYG","2017","$1,439,391","$1,483,782","$2,923,173","0.015","$1,439,391","$2,679,576","4","$10,718,304","$8,791,717","2022","2017","22","25",""
"","Spencer Pulley","2019","C","NYG","-99","$975,000","$0","$2,900,000","0.015","$2,900,000","$2,675,000","3","$8,025,000","$4,909,832","2022","2019","25","26",""
"","Rashan Gary","2019","OLB","GB","2019","$495,000","$2,391,784","$2,886,784","0.015","$10,062,136","$3,969,328","4","$15,877,312","$10,062,136","2024","2019","21","22",""
"","Justin Coleman","2019","CB","DET","-99","$805,000","$2,029,000","$2,884,000","0.015","$11,000,000","$9,000,000","4","$36,000,000","$15,603,535","2023","2019","25","26",""
"","Tremaine Edmunds","2019","ILB","BUF","2018","$1,055,434","$1,821,735","$2,877,169","0.014","$1,148,551","$3,164,886","4","$12,659,544","$8,915,492","2023","2018","19","21",""
"","Lerentee McCray","2019","DE","JAC","-99","$2,000,000","$625,000","$2,875,000","0.014","$2,250,000","$2,750,000","2","$5,500,000","$9,488,125","2020","2018","27","29",""
"","James Carpenter","2019","G","ATL","2011","$2,000,000","$875,000","$2,875,000","0.015","$5,553,867","$5,250,000","4","$21,000,000","$32,295,837","2023","2019","29","30",""
"","Ronald Darby","2019","CB","PHI","2015","$1,000,000","$700,000","$2,825,000","0.014","$5,625,000","$6,500,000","1","$6,500,000","$10,194,690","2020","2019","24","25",""
"","Nate Ebner","2019","FS","NE","2012","$2,000,000","$600,000","$2,818,750","0.014","$2,218,750","$2,500,000","2","$5,000,000","$9,589,877","2020","2018","29","31",""
"","Morris Claiborne","2019","CB","KC","2012","$825,882","$191,176","$2,817,058","0.015","$2,875,882","$2,000,000","1","$2,000,000","$33,537,259","2020","2019","28","29",""
"","Derwin James","2019","S","LAC","2018","$1,043,134","$1,772,537","$2,815,671","0.015","$1,043,134","$3,097,239","4","$12,388,956","$8,613,284","2023","2018","21","23",""
"","Nevin Lawson","2019","CB","OAK","2014","$764,706","$750,000","$2,814,706","0.015","$2,638,235","$3,050,000","1","$3,050,000","$11,521,217","2020","2019","27","28",""
"","Christian Wilkins","2019","DT","MIA","2019","$495,000","$2,312,109","$2,807,109","0.014","$9,743,436","$3,859,775","4","$15,439,100","$9,743,436","2024","2019","23","24",""
"","Quincy Enunwa","2019","WR","NYJ","2014","$1,000,000","$1,800,000","$2,800,000","0.014","$10,000,000","$9,000,000","4","$36,000,000","$15,214,544","2023","2019","26","27",""
"","Malik Jackson","2019","DT","PHI","2012","$1,000,000","$1,800,000","$2,800,000","0.014","$10,000,000","$10,000,000","3","$30,000,000","$58,346,457","2022","2019","28","29",""
"","Geronimo Allison","2019","WR","GB","-99","$1,450,000","$750,000","$2,800,000","0.014","$2,800,000","$2,800,000","1","$2,800,000","$4,251,235","2020","2019","24","25",""
"","Takkarist McKinley","2019","DE","ATL","2017","$1,393,775","$1,392,551","$2,786,326","0.015","$1,439,970","$2,554,133","4","$10,216,530","$8,404,562","2021","2017","21","24",""
"","Tre'Davious White","2019","CB","BUF","2017","$1,382,374","$1,369,747","$2,752,121","0.014","$1,478,398","$2,522,778","4","$10,091,110","$8,346,074","2022","2017","21","24",""
"","Josh Bellamy","2019","WR","NYJ","-99","$930,000","$0","$2,750,000","0.014","$2,750,000","$2,500,000","2","$5,000,000","$7,698,278","2021","2019","29","30",""
"","Jonotthan Harrison","2019","C","NYJ","-99","$1,500,000","$0","$2,750,000","0.014","$2,750,000","$2,500,000","2","$5,000,000","$5,967,500","2021","2019","27","28",""
"","Kevin Huber","2019","P","CIN","2009","$2,350,000","$350,000","$2,750,000","0.014","$2,409,854","$2,650,000","3","$7,950,000","$22,094,854","2021","2018","32","34",""
"","Michael Person","2019","G","SF","2011","$1,450,000","$0","$2,750,000","0.012","$2,750,000","$2,750,000","3","$8,250,000","$8,706,274","2022","2019","30","31",""
"","Mike Iupati","2019","G","SEA","2010","$1,000,000","$1,250,000","$2,750,000","0.014","$2,750,000","$2,750,000","1","$2,750,000","$48,250,682","2020","2019","31","32",""
"","Jaire Alexander","2019","CB","GB","2018","$1,027,761","$1,711,041","$2,738,802","0.014","$1,027,761","$3,012,672","4","$12,050,687","$8,351,927","2023","2018","20","22",""
"","Jonathan Jones","2019","CB","NE","-99","$720,000","$2,018,750","$2,738,750","0.014","$8,795,000","$7,000,000","3","$21,000,000","$10,889,531","2023","2019","25","26",""
"","Jeff Heath","2019","SS","DAL","-99","$2,000,000","$450,000","$2,700,000","0.014","$2,333,077","$1,917,750","4","$7,671,000","$9,626,240","2020","2016","24","28",""
"","Leighton Vander Esch","2019","OLB","DAL","2018","$1,018,535","$1,674,142","$2,692,677","0.013","$1,070,847","$2,961,945","4","$11,847,781","$8,247,415","2022","2018","21","23",""
"","Daniel Kilgore","2019","C","MIA","2011","$2,225,000","$0","$2,681,250","0.014","$2,681,250","$3,926,667","3","$11,780,000","$15,337,754","2021","2018","30","32",""
"","Frank Ragnow","2019","G","DET","2018","$1,015,461","$1,661,843","$2,677,304","0.014","$1,015,461","$2,945,035","4","$11,780,140","$8,142,836","2023","2018","21","23",""
"","Tavon Wilson","2019","SS","DET","2012","$1,000,000","$875,000","$2,675,000","0.014","$1,800,000","$3,500,000","2","$7,000,000","$12,721,071","2020","2018","27","29",""
"","Ramon Foster","2019","G","PIT","-99","$1,100,000","$1,575,000","$2,675,000","0.013","$4,250,000","$4,125,000","2","$8,250,000","$22,035,019","2021","2019","32","33",""
"","Chris Lindstrom","2019","G","ATL","2019","$495,000","$2,179,319","$2,674,319","0.014","$9,239,115","$3,681,822","4","$14,727,287","$9,239,115","2024","2019","21","22",""
"","Vernon Butler","2019","DT","CAR","2016","$1,144,980","$1,076,639","$2,671,619","0.014","$1,638,333","$2,099,129","4","$8,396,514","$8,439,868","2020","2016","21","25",""
"","Billy Price","2019","C","CIN","2018","$1,012,386","$1,649,543","$2,661,929","0.014","$1,064,226","$2,928,123","4","$11,712,491","$8,142,401","2022","2018","23","25",""
"","Rashaan Evans","2019","LB","TEN","2018","$1,006,236","$1,624,944","$2,631,180","0.012","$1,006,236","$2,894,298","4","$11,577,193","$7,986,013","2022","2018","22","24",""
"","Germain Ifedi","2019","RT","SEA","2016","$1,577,060","$1,052,748","$2,629,808","0.013","$1,577,060","$2,066,276","4","$8,265,105","$8,265,106","2020","2016","21","25",""
"","Cody Davis","2019","FS","JAC","-99","$1,750,000","$875,000","$2,625,000","0.013","$1,750,000","$2,625,000","2","$5,250,000","$9,584,358","2020","2018","28","30",""
"","Dwayne Haskins","2019","QB","WAS","2019","$495,000","$2,126,202","$2,621,202","0.014","$8,999,808","$3,604,153","4","$14,416,611","$8,999,808","2024","2019","21","22",""
"","Isaiah Wynn","2019","LT","NE","2018","$1,000,087","$1,600,346","$2,600,433","0.013","$1,000,087","$2,860,476","4","$11,441,903","$7,881,471","2023","2018","21","23",""
"","Bradley Pinion","2019","P","TB","2015","$805,000","$0","$2,600,000","0.013","$2,600,000","$2,750,000","4","$11,000,000","$5,132,124","2023","2019","24","25",""
"","Andre Roberts","2019","WR","BUF","2010","$2,000,000","$500,000","$2,600,000","0.013","$3,122,287","$2,300,000","2","$4,600,000","$18,057,568","2021","2019","30","31",""
"","David Njoku","2019","TE","CLE","2017","$1,330,918","$1,266,835","$2,597,753","0.011","$1,339,519","$2,381,274","4","$9,525,095","$7,769,820","2022","2017","20","23",""
"","K'Waun Williams","2019","CB","SF","-99","$1,550,000","$750,000","$2,584,375","0.011","$1,834,375","$2,950,000","3","$8,850,000","$7,973,125","2021","2017","25","28",""
"","Greg Zuerlein","2019","K","LAR","2012","$2,325,000","$250,000","$2,575,000","0.014","$2,325,000","$2,250,000","3","$6,750,000","$11,554,639","2020","2017","29","32",""
"","Jaylon Smith","2019","ILB","DAL","2016","$835,678","$1,730,906","$2,566,584","0.013","$5,941,707","$11,403,500","6","$68,421,000","$11,101,000","2025","2019","23","24",""
"","Morgan Burnett","2019","SS","CLE","2010","$1,000,000","$1,325,000","$2,550,000","0.010","$3,909,291","$3,750,000","2","$7,500,000","$37,226,475","2021","2019","29","30",""
"","Matt Bosher","2019","P","ATL","2011","$2,545,000","$0","$2,545,000","0.013","$2,547,038","$2,531,000","5","$12,655,000","$16,646,128","2020","2015","27","32",""
"","D.J. Moore","2019","WR","CAR","2018","$987,787","$1,551,148","$2,538,935","0.013","$1,069,013","$2,792,829","4","$11,171,316","$7,753,606","2023","2018","20","22",""
"","Phillip Dorsett","2019","WR","NE","2015","$1,500,000","$500,000","$2,537,500","0.013","$2,537,500","$2,600,000","1","$2,600,000","$10,372,913","2020","2019","25","26",""
"","Demaryius Thomas","2019","WR","NYJ","2010","$1,411,765","$0","$2,528,390","0.013","$2,528,390","$2,906,000","1","$2,906,000","$74,436,914","2020","2019","31","32",""
"","T.J. Watt","2019","OLB","PIT","2017","$1,306,688","$1,218,376","$2,525,064","0.012","$1,306,688","$2,314,642","4","$9,258,568","$7,531,036","2022","2017","22","25",""
"","Matthew Ioannidis","2019","DE","WAS","2016","$1,025,000","$1,500,000","$2,525,000","0.013","$7,025,000","$7,250,000","3","$21,750,000","$8,850,753","2023","2019","24","25",""
"","Eli Apple","2019","CB","NO","2016","$2,516,225","$0","$2,516,225","0.013","$2,516,225","$3,788,080","4","$15,152,320","$15,085,334","2020","2016","20","24",""
"","Hayden Hurst","2019","TE","BAL","2018","$981,638","$1,526,550","$2,508,188","0.013","$1,022,597","$2,759,007","4","$11,036,026","$7,608,798","2022","2018","24","26",""
"","Malcom Brown","2019","DT","NO","2015","$1,000,000","$1,500,000","$2,500,000","0.013","$5,500,000","$5,000,000","3","$15,000,000","$13,178,866","2022","2019","25","26",""
"","Nick Easton","2019","G","NO","-99","$2,000,000","$500,000","$2,500,000","0.013","$4,000,000","$5,750,000","4","$23,000,000","$8,652,759","2023","2019","26","27",""
"","Mike Remmers","2019","RT","NYG","-99","$1,125,000","$500,000","$2,500,000","0.013","$2,500,000","$2,500,000","1","$2,500,000","$17,795,619","2020","2019","29","30",""
"","Erik Harris","2019","S","OAK","-99","$1,275,000","$0","$2,500,000","0.013","$2,500,000","$2,500,000","2","$5,000,000","$3,962,408","2021","2019","28","29",""
"","Jason Myers","2019","K","SEA","-99","$1,500,000","$1,000,000","$2,500,000","0.013","$5,500,000","$3,862,500","4","$15,450,000","$7,382,056","2023","2019","27","28",""
"","Stephen Gostkowski","2019","K","NE","2006","$1,100,000","$1,200,000","$2,487,500","0.012","$3,687,500","$4,250,000","2","$8,500,000","$36,674,502","2021","2019","34","35",""
"","Demetrius Harris","2019","TE","CLE","-99","$1,250,000","$1,000,000","$2,487,500","0.010","$3,547,813","$3,000,000","2","$6,000,000","$9,091,637","2021","2019","27","28",""
"","Garrett Celek","2019","TE","SF","-99","$1,700,000","$625,000","$2,484,375","0.011","$1,859,375","$2,550,000","4","$10,200,000","$11,989,380","2020","2016","27","31",""
"","Calvin Ridley","2019","WR","ATL","2018","$975,487","$1,501,947","$2,477,434","0.013","$1,037,618","$2,725,178","4","$10,900,711","$7,525,408","2023","2018","23","25",""
"","Theo Riddick","2019","RB","DEN","2013","$2,000,000","$250,000","$2,468,750","0.013","$2,468,750","$2,500,000","1","$2,500,000","$13,524,997","2020","2019","27","28",""
"","Jarius Wright","2019","WR","CAR","2012","$1,500,000","$666,666","$2,466,666","0.013","$1,868,488","$2,500,000","3","$7,500,000","$18,320,596","2021","2018","28","30",""
"","Brian Burns","2019","OLB","CAR","2019","$495,000","$1,966,851","$2,461,851","0.013","$8,417,426","$3,385,046","4","$13,540,182","$8,417,426","2024","2019","20","21",""
"","Rashaad Penny","2019","RB","SEA","2018","$969,338","$1,477,352","$2,446,690","0.012","$969,338","$2,691,360","4","$10,765,438","$7,358,747","2022","2018","21","23",""
"","Cody Whitehair","2019","G","CHI","2016","$926,078","$1,518,103","$2,444,181","0.013","$7,031,387","$10,250,000","5","$51,250,000","$10,229,876","2025","2019","26","27",""
"","Jason Kelce","2019","C","PHI","2011","$930,000","$1,514,000","$2,444,000","0.012","$8,500,000","$8,166,667","3","$24,500,000","$35,458,745","2022","2019","31","32",""
"","A.J. Cann","2019","G","JAC","2015","$805,000","$1,333,333","$2,438,333","0.012","$5,105,000","$5,018,333","3","$15,055,000","$9,838,529","2022","2019","27","28",""
"","Terrell Edmunds","2019","S","PIT","2018","$966,263","$1,465,052","$2,431,315","0.012","$966,263","$2,674,447","4","$10,697,789","$7,306,473","2022","2018","20","22",""
"","Steve McLendon","2019","DT","NYJ","-99","$1,100,000","$1,075,000","$2,425,000","0.012","$2,750,000","$3,000,000","1","$3,000,000","$22,655,306","2021","2019","32","33",""
"","Ryan Ramczyk","2019","RT","NO","2017","$1,273,323","$1,151,646","$2,424,969","0.013","$1,273,323","$2,222,889","4","$8,891,554","$7,214,070","2022","2017","22","25",""
"","Daren Bates","2019","ILB","TEN","-99","$2,050,000","$166,668","$2,416,668","0.011","$2,250,000","$2,000,000","3","$6,000,000","$8,435,459","2020","2017","26","29",""
"","Dexter Lawrence","2019","DT","NYG","2019","$495,000","$1,913,734","$2,408,734","0.012","$8,149,936","$3,312,010","4","$13,248,040","$8,149,936","2024","2019","21","22",""
"","Jalen Ramsey","2019","CB","LAR","2016","$2,351,559","$0","$2,351,558","0.012","$2,351,558","$5,837,750","4","$23,351,000","$23,350,999","2021","2016","21","25",""
"","Garrett Bradbury","2019","C","MIN","2019","$495,000","$1,847,340","$2,342,340","0.012","$7,884,360","$3,220,718","4","$12,882,870","$7,884,360","2024","2019","23","24",""
"","Shamar Stephen","2019","DT","MIN","2014","$900,000","$1,333,333","$2,333,333","0.012","$5,000,000","$4,150,000","3","$12,450,000","$11,063,089","2022","2019","27","28",""
"","Taven Bryan","2019","DT","JAC","2018","$941,589","$1,366,356","$2,307,945","0.012","$941,589","$2,538,740","4","$10,154,958","$6,887,013","2022","2018","21","23",""
"","Jeffery Simmons","2019","DT","TEN","2019","$495,000","$1,807,501","$2,302,501","0.011","$7,725,004","$3,165,939","4","$12,663,754","$7,725,004","2024","2019","21","22",""
"","Chris Jones","2019","P","DAL","-99","$1,800,000","$500,000","$2,300,000","0.012","$1,814,960","$2,175,000","4","$8,700,000","$11,054,960","2022","2017","27","30",""
"","Sam Martin","2019","P","DET","2013","$1,700,000","$500,000","$2,300,000","0.012","$1,800,000","$3,400,069","4","$13,600,276","$11,922,905","2020","2016","25","29",""
"","Noah Fant","2019","TE","DEN","2019","$495,000","$1,794,222","$2,289,222","0.012","$7,727,923","$3,147,680","4","$12,590,721","$7,727,923","2024","2019","21","22",""
"","D.J. Fluker","2019","G","SEA","2013","$850,000","$500,000","$2,287,500","0.012","$2,787,500","$3,000,000","2","$6,000,000","$18,635,550","2021","2019","27","28",""
"","Joe Thomas","2019","ILB","DAL","-99","$1,750,000","$300,000","$2,284,375","0.011","$2,036,964","$1,800,000","2","$3,600,000","$5,702,094","2020","2018","26","28",""
"","Jesse James","2019","TE","DET","2015","$805,000","$1,429,000","$2,284,000","0.012","$8,000,000","$5,650,000","4","$22,600,000","$12,136,257","2023","2019","24","25",""
"","Darnell Savage","2019","S","GB","2019","$495,000","$1,780,943","$2,275,943","0.012","$7,618,772","$3,129,422","4","$12,517,688","$7,618,772","2024","2019","21","22",""
"","Tre Boston","2019","FS","CAR","2014","$1,125,000","$500,000","$2,275,000","0.012","$2,384,012","$2,125,000","1","$2,125,000","$7,694,480","2020","2019","26","27",""
"","P.J. Williams","2019","CB","NO","2015","$850,000","$1,400,000","$2,250,000","0.012","$1,985,294","$2,250,000","1","$2,250,000","$4,929,913","2020","2019","25","26",""
"","Vinny Curry","2019","DE","PHI","2012","$1,000,000","$0","$2,250,000","0.011","$2,250,000","$2,250,000","1","$2,250,000","$30,211,125","2020","2019","30","31",""
"","Andre Dillard","2019","T","PHI","2019","$495,000","$1,754,197","$2,249,197","0.011","$7,511,788","$3,092,646","4","$12,370,584","$7,511,788","2024","2019","23","24",""
"","Maliek Collins","2019","DT","DAL","2016","$2,025,000","$220,288","$2,245,288","0.011","$2,120,076","$887,545","4","$3,550,180","$4,818,728","2020","2016","20","24",""
"","Mike Hughes","2019","CB","MIN","2018","$928,522","$1,314,088","$2,242,610","0.012","$928,522","$2,466,871","4","$9,867,484","$6,664,874","2022","2018","20","22",""
"","Yannick Ngakoue","2019","DE","JAC","2016","$2,025,000","$214,044","$2,239,044","0.011","$2,025,000","$870,147","4","$3,480,587","$4,671,318","2020","2016","20","24",""
"","Nick Vigil","2019","OLB","CIN","2016","$2,000,000","$173,908","$2,223,908","0.011","$2,157,385","$777,657","4","$3,110,629","$4,523,014","2020","2016","22","26",""
"","Tytus Howard","2019","G","HOU","2019","$495,000","$1,727,827","$2,222,827","0.010","$7,406,308","$3,056,388","4","$12,225,550","$7,406,308","2024","2019","22","23",""
"","Austin Hooper","2019","TE","ATL","2016","$2,025,000","$193,357","$2,218,357","0.012","$2,095,738","$803,357","4","$3,213,428","$4,489,166","2020","2016","21","25",""
