,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
13754,Linval Joseph,2018,DT,Defense,MIN,"$1,150,000","$1,800,000","$8,050,000",0.042,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13755,Max Unger,2018,C,Offense,NO,"$4,500,000","$1,750,000","$8,000,000",0.045,NFC,NFC South,13,3,0,0.8125,1,504,353,151,0.480769,0.476562,Yes,No
13756,Sheldon Richardson,2018,DT,Defense,MIN,"$5,800,000","$2,000,000","$8,000,000",0.042,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13757,Brandon Graham,2018,DE,Defense,PHI,"$7,000,000","$1,000,000","$8,000,000",0.045,NFC,NFC East,9,7,0,0.5625,2,367,348,19,0.486111,0.515625,Yes,No
13758,Brent Grimes,2018,CB,Defense,TB,"$3,500,000",$0,"$8,000,000",0.042,NFC,NFC South,5,11,0,0.3125,4,396,464,-68,0.5,0.519531,No,No
13759,Allen Bailey,2018,DE,Defense,KC,"$5,400,000","$2,000,000","$8,000,000",0.045,AFC,AFC West,12,4,0,0.75,1,565,421,144,0.395833,0.476562,Yes,No
13760,Luke Kuechly,2018,ILB,Defense,CAR,"$790,000","$3,800,000","$7,992,514",0.044,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13761,Antonio Brown,2018,WR,Offense,PIT,"$915,000","$3,800,000","$7,955,000",0.044,AFC,AFC North,9,6,1,0.59375,2,428,360,68,0.444444,0.5,No,No
13762,Greg Olsen,2018,TE,Offense,CAR,"$1,015,000","$6,700,000","$7,950,000",0.044,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13763,Rodger Saffold,2018,G,Offense,LAR/STL,"$5,375,000","$1,000,000","$7,950,000",0.044,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13764,Jameis Winston,2018,QB,Offense,TB,"$580,588","$4,174,323","$7,941,903",0.041,NFC,NFC South,5,11,0,0.3125,4,396,464,-68,0.5,0.519531,No,No
13765,Sammy Watkins,2018,WR,Offense,KC,"$790,000","$7,000,000","$7,800,000",0.043,AFC,AFC West,12,4,0,0.75,1,565,421,144,0.395833,0.476562,Yes,No
13766,Marcus Mariota,2018,QB,Offense,TEN,"$705,000","$3,967,541","$7,704,446",0.037,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13767,Trai Turner,2018,G,Offense,CAR,"$4,703,000","$3,000,000","$7,703,000",0.042,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13768,Benardrick McKinney,2018,ILB,Defense,HOU,"$1,163,880","$1,286,841","$7,700,721",0.041,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13769,Mitchell Schwartz,2018,RT,Offense,KC,"$5,700,000","$1,400,000","$7,700,000",0.043,AFC,AFC West,12,4,0,0.75,1,565,421,144,0.395833,0.476562,Yes,No
13770,Kyle Rudolph,2018,TE,Offense,MIN,"$6,025,000","$1,300,000","$7,675,000",0.04,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13771,Aaron Colvin,2018,CB,Defense,HOU,"$2,500,000","$1,000,000","$7,656,250",0.041,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13772,Jared Goff,2018,QB,Offense,LAR/STL,"$2,989,788","$4,629,577","$7,619,365",0.042,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13773,Mohamed Sanu,2018,WR,Offense,ATL,"$6,125,000","$1,400,000","$7,525,000",0.042,NFC,NFC South,7,9,0,0.4375,2,414,423,-9,0.348214,0.476562,No,No
13774,Jabaal Sheard,2018,DE,Defense,IND,"$7,000,000",$0,"$7,500,000",0.039,AFC,AFC South,10,6,0,0.625,2,433,344,89,0.45625,0.464844,Yes,No
13775,Prince Amukamara,2018,CB,Defense,CHI,"$3,500,000","$1,000,000","$7,500,000",0.041,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13776,Tahir Whitehead,2018,OLB,Defense,LV/OAK,"$3,100,000",$0,"$7,416,666",0.04,AFC,AFC West,4,12,0,0.25,4,290,467,-177,0.390625,0.542969,No,No
13777,Marcus Gilbert,2018,RT,Offense,PIT,"$4,050,000","$1,530,000","$7,358,500",0.041,AFC,AFC North,9,6,1,0.59375,2,428,360,68,0.444444,0.5,No,No
13778,Vontaze Burfict,2018,OLB,Defense,CIN,"$2,913,529","$903,125","$7,301,029",0.039,AFC,AFC North,6,10,0,0.375,4,368,455,-87,0.447917,0.527344,No,No
13779,Carson Wentz,2018,QB,Offense,PHI,"$630,000","$4,400,243","$7,275,365",0.041,NFC,NFC East,9,7,0,0.5625,2,367,348,19,0.486111,0.515625,Yes,No
13780,Todd Gurley,2018,RB,Offense,LAR/STL,"$950,000","$6,278,306","$7,228,306",0.04,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13781,Jermaine Gresham,2018,TE,Offense,ARI,"$5,250,000","$1,750,000","$7,218,750",0.04,NFC,NFC West,3,13,0,0.1875,4,225,425,-200,0.291667,0.523438,No,No
13782,Jason Kelce,2018,C,Offense,PHI,"$6,000,000","$1,200,000","$7,200,000",0.041,NFC,NFC East,9,7,0,0.5625,2,367,348,19,0.486111,0.515625,Yes,No
13783,Danny Trevathan,2018,ILB,Defense,CHI,"$5,800,000","$1,250,000","$7,150,000",0.039,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13784,Cameron Heyward,2018,DT,Defense,PIT,"$915,000","$2,400,000","$7,066,250",0.039,AFC,AFC North,9,6,1,0.59375,2,428,360,68,0.444444,0.5,No,No
13785,Joey Bosa,2018,DE,Defense,LAC/SD,"$630,000","$4,254,306","$7,056,459",0.039,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13786,Tashaun Gipson,2018,FS,Defense,JAX,"$5,750,000","$800,000","$7,050,000",0.034,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13787,Tyrann Mathieu,2018,FS,Defense,HOU,"$2,000,000","$4,500,000","$7,000,000",0.037,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13788,Travis Benjamin,2018,WR,Offense,LAC/SD,"$5,750,000","$1,250,000","$7,000,000",0.039,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13789,Brandon Carr,2018,CB,Defense,BAL,"$4,500,000","$1,000,000","$7,000,000",0.039,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13790,Brandon Marshall,2018,ILB,Defense,DEN,"$5,000,000","$2,000,000","$7,000,000",0.037,AFC,AFC West,6,10,0,0.375,3,329,349,-20,0.458333,0.519531,No,No
13791,Brian Winters,2018,G,Offense,NYJ,"$7,000,000",$0,"$7,000,000",0.036,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13792,Cameron Brate,2018,TE,Offense,TB,"$1,000,000",$0,"$7,000,000",0.036,NFC,NFC South,5,11,0,0.3125,4,396,464,-68,0.5,0.519531,No,No
13793,Morris Claiborne,2018,CB,Defense,NYJ,"$3,850,000","$3,000,000","$6,990,625",0.036,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13794,Terrell Suggs,2018,OLB,Defense,BAL,"$4,000,000","$2,200,000","$6,950,000",0.039,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13795,Spencer Long,2018,C,Offense,NYJ,"$5,000,000",$0,"$6,937,500",0.036,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13796,Myles Garrett,2018,DE,Defense,CLE,"$1,847,375","$5,064,501","$6,911,876",0.029,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13797,Zach Fulton,2018,G,Offense,HOU,"$1,500,000",$0,"$6,906,250",0.037,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13798,Matt Kalil,2018,LT,Offense,CAR,"$1,000,000","$2,400,000","$6,900,000",0.038,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13799,Jared Veldheer,2018,RT,Offense,DEN,"$6,500,000",$0,"$6,875,000",0.037,AFC,AFC West,6,10,0,0.375,3,329,349,-20,0.458333,0.519531,No,No
13800,Denico Autry,2018,DT,Defense,IND,"$3,000,000",$0,"$6,875,000",0.035,AFC,AFC South,10,6,0,0.625,2,433,344,89,0.45625,0.464844,Yes,No
13801,Casey Hayward,2018,CB,Defense,LAC/SD,"$4,000,000","$2,833,334","$6,833,334",0.038,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13802,Ezekiel Elliott,2018,RB,Offense,DAL,"$2,718,758","$4,087,516","$6,806,274",0.037,NFC,NFC East,10,6,0,0.625,1,339,324,15,0.44375,0.488281,Yes,No
13803,Micah Hyde,2018,SS,Defense,BUF,"$3,700,000","$1,600,000","$6,800,000",0.036,AFC,AFC East,6,10,0,0.375,3,269,374,-105,0.40625,0.519531,No,No
13804,Richard Sherman,2018,CB,Defense,SF,"$2,000,000","$1,000,000","$6,800,000",0.029,NFC,NFC West,4,12,0,0.25,3,342,435,-93,0.40625,0.5,No,No
13805,Brandon Scherff,2018,G,Offense,WAS,"$705,000","$3,422,391","$6,750,432",0.038,NFC,NFC East,7,9,0,0.4375,3,281,359,-78,0.366071,0.484375,No,No
13806,J.C. Tretter,2018,C,Offense,CLE,"$5,000,000","$1,500,000","$6,750,000",0.029,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13807,Eric Ebron,2018,TE,Offense,IND,"$1,250,000",$0,"$6,750,000",0.035,AFC,AFC South,10,6,0,0.625,2,433,344,89,0.45625,0.464844,Yes,No
13808,James Carpenter,2018,G,Offense,NYJ,"$4,450,000","$875,000","$6,711,250",0.035,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13809,Lamar Miller,2018,RB,Offense,HOU,"$5,000,000","$1,000,000","$6,703,125",0.036,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13810,Star Lotulelei,2018,DT,Defense,BUF,"$3,500,000","$2,600,000","$6,700,000",0.036,AFC,AFC East,6,10,0,0.375,3,269,374,-105,0.40625,0.519531,No,No
13811,Mitchell Trubisky,2018,QB,Offense,CHI,"$555,000","$4,813,622","$6,598,278",0.036,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13812,John Cyprien,2018,SS,Defense,TEN,"$4,500,000","$750,000","$6,562,500",0.032,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13813,Glover Quin,2018,FS,Defense,DET,"$3,850,000","$1,666,666","$6,516,666",0.036,NFC,NFC North,6,10,0,0.375,4,324,360,-36,0.416667,0.496094,No,No
13814,Josh Sitton,2018,G,Offense,MIA,"$1,015,000",$0,"$6,500,000",0.037,AFC,AFC East,7,9,0,0.4375,2,319,433,-114,0.446429,0.464844,No,No
13815,Ryan Schraeder,2018,RT,Offense,ATL,"$5,000,000","$100,000","$6,500,000",0.037,NFC,NFC South,7,9,0,0.4375,2,414,423,-9,0.348214,0.476562,No,No
13816,Jerick McKinnon,2018,RB,Offense,SF,"$4,200,000","$2,000,000","$6,500,000",0.028,NFC,NFC West,4,12,0,0.25,3,342,435,-93,0.40625,0.5,No,No
13817,Vinny Curry,2018,DE,Defense,TB,"$3,000,000",$0,"$6,500,000",0.034,NFC,NFC South,5,11,0,0.3125,4,396,464,-68,0.5,0.519531,No,No
13818,William Gholston,2018,DE,Defense,TB,"$6,500,000",$0,"$6,500,000",0.034,NFC,NFC South,5,11,0,0.3125,4,396,464,-68,0.5,0.519531,No,No
13819,Kyle Fuller,2018,CB,Defense,CHI,"$1,000,000","$4,500,000","$6,500,000",0.035,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13820,Marvin Jones,2018,WR,Offense,DET,"$3,750,000","$1,600,000","$6,433,333",0.036,NFC,NFC North,6,10,0,0.375,4,324,360,-36,0.416667,0.496094,No,No
13821,Solomon Thomas,2018,DE,Defense,SF,"$555,000","$4,653,975","$6,398,720",0.027,NFC,NFC West,4,12,0,0.25,3,342,435,-93,0.40625,0.5,No,No
13822,Jalen Ramsey,2018,CB,Defense,JAX,"$2,572,818","$3,795,636","$6,368,454",0.031,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13823,Adam Thielen,2018,WR,Offense,MIN,"$3,850,000","$1,000,000","$6,350,000",0.033,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13824,Dion Sims,2018,TE,Offense,CHI,"$6,000,000","$333,333","$6,333,333",0.034,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13825,Whitney Mercilus,2018,OLB,Defense,HOU,"$4,750,000","$1,050,000","$6,300,000",0.034,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13826,Marquise Goodwin,2018,WR,Offense,SF,"$1,450,000","$1,875,000","$6,275,000",0.027,NFC,NFC West,4,12,0,0.25,3,342,435,-93,0.40625,0.5,No,No
13827,Travis Frederick,2018,C,Offense,DAL,"$1,300,000","$650,000","$6,275,000",0.034,NFC,NFC East,10,6,0,0.625,1,339,324,15,0.44375,0.488281,Yes,No
13828,Mike Pouncey,2018,C,Offense,LAC/SD,"$5,000,000","$1,250,000","$6,250,000",0.035,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13829,Christian Kirksey,2018,OLB,Defense,CLE,"$5,000,000","$1,200,000","$6,200,000",0.026,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13830,Leonard Fournette,2018,RB,Offense,JAX,"$1,699,129","$4,471,516","$6,170,645",0.03,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13831,Justin Britt,2018,C,Offense,SEA,"$2,750,000","$1,250,000","$6,166,666",0.035,NFC,NFC West,10,6,0,0.625,2,428,347,81,0.39375,0.480469,Yes,No
13832,Darius Slay,2018,CB,Defense,DET,"$2,726,269","$2,900,000","$6,110,644",0.034,NFC,NFC North,6,10,0,0.375,4,324,360,-36,0.416667,0.496094,No,No
13833,Danny Amendola,2018,WR,Offense,MIA,"$2,950,000",$0,"$6,000,000",0.034,AFC,AFC East,7,9,0,0.4375,2,319,433,-114,0.446429,0.464844,No,No
13834,Malcolm Butler,2018,CB,Defense,TEN,"$3,500,000","$2,000,000","$6,000,000",0.029,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13835,Joel Bitonio,2018,G,Offense,CLE,"$5,500,000",$0,"$6,000,000",0.025,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13836,Avery Williamson,2018,ILB,Defense,NYJ,"$4,000,000","$2,000,000","$6,000,000",0.031,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13837,Zack Martin,2018,G,Offense,DAL,"$2,000,000","$4,000,000","$6,000,000",0.032,NFC,NFC East,10,6,0,0.625,1,339,324,15,0.44375,0.488281,Yes,No
13838,Marcus Cannon,2018,RT,Offense,NE,"$4,000,000","$1,400,000","$5,956,250",0.033,AFC,AFC East,11,5,0,0.6875,1,436,325,111,0.488636,0.476562,Yes,Yes
13839,Baker Mayfield,2018,QB,Offense,CLE,"$480,000","$5,462,360","$5,942,360",0.025,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13840,Leonard Williams,2018,DE,Defense,NYJ,"$2,975,572","$2,952,431","$5,928,003",0.031,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13841,Trey Burton,2018,TE,Offense,CHI,"$2,800,000","$1,750,000","$5,925,000",0.032,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13842,Brandon Williams,2018,DT,Defense,BAL,"$1,000,000","$2,500,000","$5,920,000",0.033,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13843,Jimmy Graham,2018,TE,Offense,GB,"$1,450,000","$3,666,666","$5,916,666",0.033,NFC,NFC North,6,9,1,0.40625,3,376,400,-24,0.416667,0.484375,No,No
13844,Darian Stewart,2018,SS,Defense,DEN,"$4,500,000","$1,400,000","$5,900,000",0.032,AFC,AFC West,6,10,0,0.375,3,329,349,-20,0.458333,0.519531,No,No
13845,Charles Leno,2018,LT,Offense,CHI,"$4,900,000","$900,000","$5,900,000",0.032,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13846,Ricky Wagner,2018,RT,Offense,DET,"$3,000,000","$2,900,000","$5,900,000",0.033,NFC,NFC North,6,10,0,0.375,4,324,360,-36,0.416667,0.496094,No,No
13847,Telvin Smith,2018,OLB,Defense,JAX,"$3,000,000","$810,235","$5,810,235",0.028,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13848,Chris Hubbard,2018,RT,Offense,CLE,"$2,500,000","$800,000","$5,800,000",0.025,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13849,Corey Davis,2018,WR,Offense,TEN,"$555,000","$4,152,216","$5,771,523",0.028,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13850,La'el Collins,2018,RT,Offense,DAL,"$4,350,000","$1,333,333","$5,758,333",0.031,NFC,NFC East,10,6,0,0.625,1,339,324,15,0.44375,0.488281,Yes,No
13851,Josh Kline,2018,G,Offense,TEN,"$2,500,000","$500,000","$5,750,000",0.028,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13852,David DeCastro,2018,G,Offense,PIT,"$790,000","$3,200,000","$5,687,500",0.031,AFC,AFC North,9,6,1,0.59375,2,428,360,68,0.444444,0.5,No,No
13853,Jared Cook,2018,TE,Offense,LV/OAK,"$5,000,000",$0,"$5,675,000",0.031,AFC,AFC West,4,12,0,0.25,4,290,467,-177,0.390625,0.542969,No,No
13854,Saquon Barkley,2018,RB,Offense,NYG,"$480,000","$5,191,773","$5,671,773",0.032,NFC,NFC East,5,11,0,0.3125,4,369,412,-43,0.4875,0.527344,No,No
13855,Tony Jefferson,2018,SS,Defense,BAL,"$1,000,000","$2,500,000","$5,656,666",0.031,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13856,Michael Bennett,2018,DE,Defense,PHI,"$1,650,000",$0,"$5,650,000",0.032,NFC,NFC East,9,7,0,0.5625,2,367,348,19,0.486111,0.515625,Yes,No
13857,Ronnie Stanley,2018,LT,Offense,BAL,"$2,312,212","$3,274,423","$5,586,635",0.031,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13858,Danielle Hunter,2018,DE,Defense,MIN,"$1,907,000","$3,156,806","$5,563,806",0.029,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13859,Jermaine Kearse,2018,WR,Offense,NYJ,"$5,000,000",$0,"$5,550,000",0.029,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13860,Kyle Williams,2018,DT,Defense,BUF,"$2,250,000","$2,250,000","$5,500,000",0.029,AFC,AFC East,6,10,0,0.375,3,269,374,-105,0.40625,0.519531,No,No
13861,Brandon Mebane,2018,DT,Defense,LAC/SD,"$4,500,000","$1,000,000","$5,500,000",0.031,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13862,Jahleel Addae,2018,SS,Defense,LAC/SD,"$4,500,000","$500,000","$5,500,000",0.031,AFC,AFC West,12,4,0,0.75,2,428,329,99,0.416667,0.472656,Yes,No
13863,Taylor Gabriel,2018,WR,Offense,CHI,"$2,500,000","$1,000,000","$5,500,000",0.03,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13864,Sam Darnold,2018,QB,Offense,NYJ,"$480,000","$5,019,584","$5,499,584",0.028,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13865,Johnathan Joseph,2018,CB,Defense,HOU,"$2,400,000",$0,"$5,487,500",0.029,AFC,AFC South,11,5,0,0.6875,1,402,316,86,0.431818,0.46875,Yes,No
13866,Robert Woods,2018,WR,Offense,LAR/STL,"$790,000",$0,"$5,465,019",0.03,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13867,"Odell Beckham, Jr.",2018,WR,Offense,NYG,"$1,459,000","$4,000,000","$5,459,000",0.031,NFC,NFC East,5,11,0,0.3125,4,369,412,-43,0.4875,0.527344,No,No
13868,Clint Boling,2018,G,Offense,CIN,"$4,550,000","$500,000","$5,450,000",0.029,AFC,AFC North,6,10,0,0.375,4,368,455,-87,0.447917,0.527344,No,No
13869,Rashaan Melvin,2018,CB,Defense,LV/OAK,"$1,850,000","$3,000,000","$5,437,500",0.029,AFC,AFC West,4,12,0,0.25,4,290,467,-177,0.390625,0.542969,No,No
13870,Stephon Tuitt,2018,DE,Defense,PIT,"$790,000","$2,600,000","$5,432,000",0.03,AFC,AFC North,9,6,1,0.59375,2,428,360,68,0.444444,0.5,No,No
13871,Brandin Cooks,2018,WR,Offense,LAR/STL,"$4,000,000","$1,400,000","$5,400,000",0.03,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13872,Morgan Moses,2018,RT,Offense,WAS,"$3,250,000","$1,900,000","$5,400,000",0.03,NFC,NFC East,7,9,0,0.4375,3,281,359,-78,0.366071,0.484375,No,No
13873,Ben Jones,2018,C,Offense,TEN,"$4,500,000","$875,000","$5,375,000",0.026,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13874,Laurent Duvernay-Tardif,2018,G,Offense,KC,"$3,310,000","$2,000,000","$5,360,000",0.03,AFC,AFC West,12,4,0,0.75,1,565,421,144,0.395833,0.476562,Yes,No
13875,Jack Doyle,2018,TE,Offense,IND,"$3,900,000",$0,"$5,337,500",0.028,AFC,AFC South,10,6,0,0.625,2,433,344,89,0.45625,0.464844,Yes,No
13876,DaQuan Jones,2018,DE,Defense,TEN,"$4,000,000","$1,333,333","$5,333,333",0.026,AFC,AFC South,9,7,0,0.5625,3,310,303,7,0.465278,0.519531,No,No
13877,Dontari Poe,2018,DT,Defense,CAR,"$800,000","$3,333,333","$5,333,333",0.029,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13878,Mark Ingram,2018,RB,Offense,NO,"$3,058,824","$900,000","$5,303,824",0.03,NFC,NFC South,13,3,0,0.8125,1,504,353,151,0.480769,0.476562,Yes,No
13879,Denzel Ward,2018,CB,Defense,CLE,"$480,000","$4,822,792","$5,302,792",0.023,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13880,Vernon Davis,2018,TE,Offense,WAS,"$3,750,000","$1,333,333","$5,302,083",0.03,NFC,NFC East,7,9,0,0.4375,3,281,359,-78,0.366071,0.484375,No,No
13881,Travis Carrie,2018,CB,Defense,CLE,"$2,000,000","$900,000","$5,300,000",0.022,AFC,AFC North,7,8,1,0.46875,3,359,392,-33,0.410714,0.511719,No,No
13882,Kevin White,2018,WR,Offense,CHI,"$2,693,597","$2,576,463","$5,270,060",0.029,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13883,Mason Crosby,2018,K,Special Teams,GB,"$3,150,000","$1,250,000","$5,250,000",0.029,NFC,NFC North,6,9,1,0.40625,3,376,400,-24,0.416667,0.484375,No,No
13884,Nickell Robey-Coleman,2018,CB,Defense,LAR/STL,"$2,125,000",$0,"$5,250,000",0.029,NFC,NFC West,13,3,0,0.8125,1,527,384,143,0.423077,0.476562,Yes,No
13885,Daniel Sorensen,2018,FS,Defense,KC,"$3,650,000","$1,000,000","$5,243,750",0.029,AFC,AFC West,12,4,0,0.75,1,565,421,144,0.395833,0.476562,Yes,No
13886,A.J. Klein,2018,OLB,Defense,NO,"$4,100,000","$1,000,000","$5,200,000",0.029,NFC,NFC South,13,3,0,0.8125,1,504,353,151,0.480769,0.476562,Yes,No
13887,Latavius Murray,2018,RB,Offense,MIN,"$3,650,000","$600,000","$5,200,000",0.027,NFC,NFC North,8,7,1,0.53125,2,360,341,19,0.351562,0.5,No,No
13888,Bobby Massie,2018,RT,Offense,CHI,"$4,250,000","$500,000","$5,100,000",0.028,NFC,NFC North,12,4,0,0.75,1,421,283,138,0.411458,0.421875,Yes,No
13889,Jamal Adams,2018,SS,Defense,NYJ,"$555,000","$3,582,038","$5,058,802",0.026,AFC,AFC East,4,12,0,0.25,4,333,441,-108,0.4375,0.5,No,No
13890,Justin Tucker,2018,K,Special Teams,BAL,"$2,950,000","$1,500,000","$5,046,666",0.028,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13891,David Johnson,2018,RB,Offense,ARI,"$1,882,500","$3,159,844","$5,042,344",0.028,NFC,NFC West,3,13,0,0.1875,4,225,425,-200,0.291667,0.523438,No,No
13892,Stephen Gostkowski,2018,K,Special Teams,NE,"$3,200,000","$1,500,000","$5,000,000",0.028,AFC,AFC East,11,5,0,0.6875,1,436,325,111,0.488636,0.476562,Yes,Yes
13893,Preston Brown,2018,ILB,Defense,CIN,"$1,000,000","$2,000,000","$5,000,000",0.027,AFC,AFC North,6,10,0,0.375,4,368,455,-87,0.447917,0.527344,No,No
13894,Daniel Kilgore,2018,C,Offense,MIA,"$2,525,000",$0,"$5,000,000",0.028,AFC,AFC East,7,9,0,0.4375,2,319,433,-114,0.446429,0.464844,No,No
13895,Julius Peppers,2018,DE,Defense,CAR,"$2,250,000","$2,500,000","$5,000,000",0.028,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13896,Torrey Smith,2018,WR,Offense,CAR,"$5,000,000",$0,"$5,000,000",0.028,NFC,NFC South,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,No,No
13897,Andrew Norwell,2018,G,Offense,JAX,"$2,000,000","$3,000,000","$5,000,000",0.024,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13898,Jermey Parnell,2018,RT,Offense,JAX,"$4,000,000",$0,"$5,000,000",0.024,AFC,AFC South,5,11,0,0.3125,4,245,316,-71,0.4625,0.546875,No,No
13899,John Brown,2018,WR,Offense,BAL,"$1,000,000","$4,000,000","$5,000,000",0.028,AFC,AFC North,10,6,0,0.625,1,389,287,102,0.44375,0.488281,Yes,No
13900,Devonta Freeman,2018,RB,Offense,ATL,"$2,000,000","$3,000,000","$5,000,000",0.028,NFC,NFC South,7,9,0,0.4375,2,414,423,-9,0.348214,0.476562,No,No
13901,Andy Levitre,2018,G,Offense,ATL,"$3,500,000",$0,"$5,000,000",0.028,NFC,NFC South,7,9,0,0.4375,2,414,423,-9,0.348214,0.476562,No,No
