,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
4166,Matt Shaughnessy,2013,DE,Defense,ARI,"$850,000","$150,000","$1,000,000",0.008,NFC,NFC West,10,6,0,0.625,3,379,324,55,0.44375,0.53125,No,No
4167,Andre Caldwell,2013,WR,Offense,DEN,"$900,000","$100,000","$1,000,000",0.007,AFC,AFC West,13,3,0,0.8125,1,606,399,207,0.423077,0.46875,Yes,No
4168,Colt Anderson,2013,SS,Defense,PHI,"$900,000","$100,000","$1,000,000",0.007,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4169,Ropati Pitoitua,2013,DE,Defense,TEN,"$800,000","$200,000","$1,000,000",0.007,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4170,Mike Mitchell,2013,FS,Defense,CAR,"$725,000","$250,000","$1,000,000",0.008,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4171,Chase Blackburn,2013,OLB,Defense,CAR,"$850,000","$100,000","$1,000,000",0.008,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4172,Logan Paulsen,2013,TE,Offense,WAS,"$630,000","$366,666","$996,666",0.009,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4173,John Cyprien,2013,SS,Defense,JAX,"$405,000","$589,382","$994,382",0.007,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4174,Winston Justice,2013,LT,Offense,DEN,"$840,000",$0,"$991,176",0.007,AFC,AFC West,13,3,0,0.8125,1,606,399,207,0.423077,0.46875,Yes,No
4175,Justin Hunter,2013,WR,Offense,TEN,"$405,000","$581,209","$986,209",0.007,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4176,Jason Worilds,2013,OLB,Defense,PIT,"$630,000","$355,000","$985,000",0.008,AFC,AFC North,8,8,0,0.5,2,379,370,9,0.441406,0.46875,No,No
4177,Usama Young,2013,S,Defense,LV/OAK,"$720,000","$100,000","$985,000",0.008,AFC,AFC West,4,12,0,0.25,4,322,453,-131,0.359375,0.523438,No,No
4178,L.P. Ladouceur,2013,LS,Special Teams,DAL,"$865,000","$120,000","$985,000",0.008,NFC,NFC East,8,8,0,0.5,2,439,432,7,0.363281,0.484375,No,No
4179,Darrel Young,2013,FB,Offense,WAS,"$630,000","$333,333","$983,333",0.009,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4180,Corey Hilliard,2013,RT,Offense,DET,"$715,000","$250,000","$980,000",0.008,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4181,Bobby Wagner,2013,ILB,Defense,SEA,"$585,809","$393,236","$979,045",0.007,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4182,Zach Ertz,2013,TE,Offense,PHI,"$405,000","$573,036","$978,036",0.007,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4183,Brandon Tate,2013,WR,Offense,CIN,"$715,000",$0,"$966,000",0.007,AFC,AFC North,11,5,0,0.6875,1,430,305,125,0.494318,0.480469,Yes,No
4184,Matt Spaeth,2013,TE,Offense,PIT,"$825,000","$137,500","$962,500",0.008,AFC,AFC North,8,8,0,0.5,2,379,370,9,0.441406,0.46875,No,No
4185,Darius Slay,2013,CB,Defense,DET,"$405,000","$556,691","$961,691",0.008,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4186,Kedric Golston,2013,DT,Defense,WAS,"$840,000","$120,000","$960,000",0.009,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4187,Tavon Wilson,2013,SS,Defense,NE,"$581,772","$376,891","$958,663",0.007,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4188,Rodney Hudson,2013,C,Offense,KC,"$643,736","$262,473","$956,209",0.007,AFC,AFC West,11,5,0,0.6875,2,430,305,125,0.335227,0.445312,Yes,No
4189,Giovani Bernard,2013,RB,Offense,CIN,"$405,000","$550,153","$955,153",0.007,AFC,AFC North,11,5,0,0.6875,1,430,305,125,0.494318,0.480469,Yes,No
4190,Chris Maragos,2013,FS,Defense,SEA,"$700,000","$155,000","$955,000",0.007,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4191,Jimmy Clausen,2013,QB,Offense,CAR,"$630,000","$322,500","$952,500",0.008,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4192,Justin Durant,2013,OLB,Defense,DAL,"$750,000","$200,000","$950,000",0.008,NFC,NFC East,8,8,0,0.5,2,439,432,7,0.363281,0.484375,No,No
4193,Ronnie Brown,2013,RB,Offense,LAC/SD,"$840,000","$110,000","$950,000",0.008,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4194,Shane Vereen,2013,RB,Offense,NE,"$589,650","$254,300","$943,950",0.007,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4195,Manti Te'o,2013,ILB,Defense,LAC/SD,"$405,000","$535,440","$940,440",0.008,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4196,Mikel Leshoure,2013,RB,Offense,DET,"$555,000","$242,060","$939,258",0.008,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4197,Kendall Reyes,2013,DE,Defense,LAC/SD,"$577,636","$360,545","$938,181",0.008,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4198,Geno Hayes,2013,OLB,Defense,JAX,"$850,000","$62,500","$937,500",0.006,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4199,Leroy Harris,2013,C,Offense,DET,"$800,000","$112,500","$937,500",0.008,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4200,Jason Trusnik,2013,ILB,Defense,MIA,"$715,000","$166,666","$931,666",0.007,AFC,AFC East,8,8,0,0.5,3,317,335,-18,0.523438,0.523438,No,No
4201,Torrey Smith,2013,WR,Offense,BAL,"$683,112","$241,224","$924,336",0.008,AFC,AFC North,8,8,0,0.5,3,320,352,-32,0.417969,0.484375,No,No
4202,John Wendling,2013,S,Defense,DET,"$715,000","$208,333","$923,333",0.008,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4203,Josh Johnson,2013,QB,Offense,CIN,"$715,000","$75,000","$921,250",0.007,AFC,AFC North,11,5,0,0.6875,1,430,305,125,0.494318,0.480469,Yes,No
4204,Michael Neal,2013,OLB,Defense,GB,"$630,000","$290,000","$920,000",0.007,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4205,Khalif Barnes,2013,LT,Offense,LV/OAK,"$840,000",$0,"$915,000",0.007,AFC,AFC West,4,12,0,0.25,4,322,453,-131,0.359375,0.523438,No,No
4206,Geno Smith,2013,QB,Offense,NYJ,"$405,000","$507,655","$912,655",0.007,AFC,AFC East,8,8,0,0.5,2,290,387,-97,0.414062,0.488281,No,No
4207,Terrence Cody,2013,DT,Defense,BAL,"$630,000","$280,000","$910,000",0.007,AFC,AFC North,8,8,0,0.5,3,320,352,-32,0.417969,0.484375,No,No
4208,Greg Little,2013,WR,Offense,CLE,"$602,500","$230,000","$907,500",0.007,AFC,AFC North,4,12,0,0.25,4,308,406,-98,0.476562,0.515625,No,No
4209,Tyler Polumbus,2013,LT,Offense,WAS,"$800,000","$100,000","$900,000",0.008,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4210,Jamon Meredith,2013,RT,Offense,TB,"$800,000",$0,"$900,000",0.007,NFC,NFC South,4,12,0,0.25,4,288,389,-101,0.390625,0.574219,No,No
4211,O'Brien Schofield,2013,OLB,Defense,SEA,"$630,000",$0,"$900,000",0.007,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4212,Brandon Harris,2013,CB,Defense,HOU,"$674,938","$224,878","$899,816",0.007,AFC,AFC South,2,14,0,0.125,4,276,428,-152,0.5,0.558594,No,No
4213,Cornellius Carradine,2013,DE,Defense,SF,"$405,000","$494,578","$899,578",0.007,NFC,NFC West,12,4,0,0.75,2,406,272,134,0.414062,0.494141,Yes,No
4214,Ben Tate,2013,RB,Offense,HOU,"$630,000","$269,250","$899,250",0.007,AFC,AFC South,2,14,0,0.125,4,276,428,-152,0.5,0.558594,No,No
4215,Jerel Worthy,2013,DT,Defense,GB,"$569,464","$327,855","$897,319",0.007,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4216,Bear Pascoe,2013,TE,Offense,NYG,"$715,000","$65,000","$892,500",0.007,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4217,Jonas Mouton,2013,ILB,Defense,LAC/SD,"$671,670","$218,340","$890,010",0.007,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4218,Ian Williams,2013,DT,Defense,SF,"$555,000","$333,333","$888,333",0.007,NFC,NFC West,12,4,0,0.75,2,406,272,134,0.414062,0.494141,Yes,No
4219,Vladimir Ducasse,2013,G,Offense,NYJ,"$630,000","$256,250","$886,250",0.007,AFC,AFC East,8,8,0,0.5,2,290,387,-97,0.414062,0.488281,No,No
4220,Robert Woods,2013,WR,Offense,BUF,"$405,000","$479,868","$884,868",0.007,AFC,AFC East,6,10,0,0.375,4,339,388,-49,0.5,0.519531,No,No
4221,Isaiah Pead,2013,RB,Offense,LAR/STL,"$539,812","$344,200","$884,012",0.007,NFC,NFC West,7,9,0,0.4375,4,348,364,-16,0.446429,0.550781,No,No
4222,Daniel Thomas,2013,RB,Offense,MIA,"$669,217","$213,435","$882,652",0.007,AFC,AFC East,8,8,0,0.5,3,317,335,-18,0.523438,0.523438,No,No
4223,Marcus Gilbert,2013,RT,Offense,PIT,"$668,402","$211,802","$880,204",0.007,AFC,AFC North,8,8,0,0.5,2,379,370,9,0.441406,0.46875,No,No
4224,Charles Brown,2013,LT,Offense,NO,"$630,000","$250,000","$880,000",0.007,NFC,NFC South,11,5,0,0.6875,2,414,304,110,0.454545,0.515625,Yes,No
4225,Don Carey,2013,SS,Defense,DET,"$630,000","$250,000","$880,000",0.007,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4226,Golden Tate,2013,WR,Offense,SEA,"$630,000","$250,000","$880,000",0.006,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4227,Zach Brown,2013,ILB,Defense,TEN,"$565,377","$311,509","$876,886",0.006,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4228,Randall Cobb,2013,WR,Offense,GB,"$666,766","$208,531","$875,297",0.007,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4229,Menelik Watson,2013,RT,Offense,LV/OAK,"$405,000","$466,791","$871,791",0.007,AFC,AFC West,4,12,0,0.25,4,322,453,-131,0.359375,0.523438,No,No
4230,Brandon Spikes,2013,ILB,Defense,NE,"$630,000","$240,000","$870,000",0.007,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4231,Jerry Hughes,2013,DE,Defense,BUF,"$870,000",$0,"$870,000",0.007,AFC,AFC East,6,10,0,0.375,4,339,388,-49,0.5,0.519531,No,No
4232,J.J. Jansen,2013,LS,Special Teams,CAR,"$715,000","$125,000","$865,000",0.007,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4233,Johnthan Banks,2013,CB,Defense,TB,"$405,000","$454,331","$859,331",0.006,NFC,NFC South,4,12,0,0.25,4,288,389,-101,0.390625,0.574219,No,No
4234,Devon Still,2013,DT,Defense,CIN,"$561,455","$295,164","$856,619",0.006,AFC,AFC North,11,5,0,0.6875,1,430,305,125,0.494318,0.480469,Yes,No
4235,Desmond Bishop,2013,OLB,Defense,MIN,"$750,000",$0,"$850,000",0.007,NFC,NFC North,5,10,1,0.34375,4,391,480,-89,0.45,0.511719,No,No
4236,Antonio Johnson,2013,DT,Defense,TEN,"$800,000",$0,"$850,000",0.006,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4237,Alex Carrington,2013,DT,Defense,BUF,"$630,000","$216,000","$846,000",0.006,AFC,AFC East,6,10,0,0.375,4,339,388,-49,0.5,0.519531,No,No
4238,Kawann Short,2013,DT,Defense,CAR,"$405,000","$436,879","$841,879",0.007,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4239,Tarvaris Jackson,2013,QB,Offense,SEA,"$840,000",$0,"$840,000",0.006,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4240,Ryan Broyles,2013,WR,Offense,DET,"$557,205","$278,818","$836,023",0.007,NFC,NFC North,7,9,0,0.4375,3,395,376,19,0.401786,0.457031,No,No
4241,Damian Williams,2013,WR,Offense,TEN,"$630,000","$205,812","$835,812",0.006,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4242,Craig Steltz,2013,S,Defense,CHI,"$715,000","$62,500","$827,500",0.006,NFC,NFC North,8,8,0,0.5,2,445,478,-33,0.46875,0.464844,No,No
4243,Earl Mitchell,2013,DT,Defense,HOU,"$630,000","$197,125","$827,125",0.007,AFC,AFC South,2,14,0,0.125,4,276,428,-152,0.5,0.558594,No,No
4244,Brett Goode,2013,LS,Special Teams,GB,"$715,000","$81,250","$821,250",0.006,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4245,Robert Housler,2013,TE,Offense,ARI,"$620,000","$171,023","$816,023",0.006,NFC,NFC West,10,6,0,0.625,3,379,324,55,0.44375,0.53125,No,No
4246,Peter Konz,2013,C,Offense,ATL,"$553,118","$262,473","$815,591",0.007,NFC,NFC South,4,12,0,0.25,3,353,443,-90,0.3125,0.552734,No,No
4247,Matt Slauson,2013,G,Offense,CHI,"$715,000","$100,000","$815,000",0.006,NFC,NFC North,8,8,0,0.5,2,445,478,-33,0.46875,0.464844,No,No
4248,Nick Sundberg,2013,LS,Special Teams,WAS,"$650,000","$162,500","$812,500",0.007,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4249,DeMarco Murray,2013,RB,Offense,DAL,"$620,313","$165,625","$810,938",0.007,NFC,NFC East,8,8,0,0.5,2,439,432,7,0.363281,0.484375,No,No
4250,Stevan Ridley,2013,RB,Offense,NE,"$643,500","$162,000","$805,500",0.006,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4251,Mike Adams,2013,LT,Offense,PIT,"$480,000","$254,300","$805,375",0.006,AFC,AFC North,8,8,0,0.5,2,379,370,9,0.441406,0.46875,No,No
4252,Ryan Mallett,2013,QB,Offense,NE,"$642,984","$160,969","$803,953",0.006,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4253,Keith Rivers,2013,OLB,Defense,NYG,"$715,000","$50,000","$800,000",0.006,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4254,Oniel Cousins,2013,G,Offense,CLE,"$725,000","$50,000","$800,000",0.006,AFC,AFC North,4,12,0,0.25,4,308,406,-98,0.476562,0.515625,No,No
4255,Brock Osweiler,2013,QB,Offense,DEN,"$549,848","$249,396","$799,244",0.006,AFC,AFC West,13,3,0,0.8125,1,606,399,207,0.423077,0.46875,Yes,No
4256,Kevin Minter,2013,ILB,Defense,ARI,"$405,000","$393,236","$798,236",0.006,NFC,NFC West,10,6,0,0.625,3,379,324,55,0.44375,0.53125,No,No
4257,Will Rackley,2013,G,Offense,JAX,"$639,934","$154,868","$794,802",0.005,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4258,Eugene Sims,2013,DE,Defense,LAR/STL,"$651,156","$142,509","$793,665",0.006,NFC,NFC West,7,9,0,0.4375,4,348,364,-16,0.446429,0.550781,No,No
4259,Mike Johnson,2013,RT,Offense,ATL,"$630,000","$160,554","$790,554",0.006,NFC,NFC South,4,12,0,0.25,3,353,443,-90,0.3125,0.552734,No,No
4260,Lavonte David,2013,OLB,Defense,TB,"$547,806","$241,224","$789,030",0.006,NFC,NFC South,4,12,0,0.25,4,288,389,-101,0.390625,0.574219,No,No
4261,Kiko Alonso,2013,OLB,Defense,BUF,"$405,000","$376,891","$781,891",0.006,AFC,AFC East,6,10,0,0.375,4,339,388,-49,0.5,0.519531,No,No
4262,Tony Fiammetta,2013,FB,Offense,CHI,"$630,000","$150,000","$780,000",0.006,NFC,NFC North,8,8,0,0.5,2,445,478,-33,0.46875,0.464844,No,No
4263,Phillip Adams,2013,CB,Defense,LV/OAK,"$710,000","$65,000","$775,000",0.006,AFC,AFC West,4,12,0,0.25,4,322,453,-131,0.359375,0.523438,No,No
4264,Tom Johnson,2013,DT,Defense,NO,"$750,000","$25,000","$775,000",0.006,NFC,NFC South,11,5,0,0.6875,2,414,304,110,0.454545,0.515625,Yes,No
4265,Chris Ogbonnaya,2013,RB,Offense,CLE,"$675,000",$0,"$775,000",0.006,AFC,AFC North,4,12,0,0.25,4,308,406,-98,0.476562,0.515625,No,No
4266,Brandon Browner,2013,CB,Defense,SEA,"$555,000","$125,000","$773,756",0.006,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4267,Vinny Curry,2013,DE,Defense,PHI,"$493,720","$224,878","$768,598",0.005,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4268,Clint Gresham,2013,LS,Special Teams,SEA,"$630,000","$137,500","$767,500",0.006,NFC,NFC West,13,3,0,0.8125,1,417,231,186,0.444712,0.490234,Yes,Yes
4269,Gavin Escobar,2013,TE,Offense,DAL,"$405,000","$360,544","$765,544",0.006,NFC,NFC East,8,8,0,0.5,2,439,432,7,0.363281,0.484375,No,No
4270,Alan Ball,2013,CB,Defense,JAX,"$715,000","$50,000","$765,000",0.005,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4271,Julian Edelman,2013,WR,Offense,NE,"$715,000",$0,"$765,000",0.006,AFC,AFC East,12,4,0,0.75,1,444,338,106,0.427083,0.472656,Yes,No
4272,Everson Griffen,2013,DE,Defense,MIN,"$630,000","$135,000","$765,000",0.006,NFC,NFC North,5,10,1,0.34375,4,391,480,-89,0.45,0.511719,No,No
4273,Jon Beason,2013,ILB,Defense,NYG,"$1,000,000",$0,"$764,706",0.006,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4274,Darryl Sharpton,2013,ILB,Defense,HOU,"$630,000","$133,735","$763,735",0.006,AFC,AFC South,2,14,0,0.125,4,276,428,-152,0.5,0.558594,No,No
4275,Akeem Dent,2013,ILB,Defense,ATL,"$625,000","$135,725","$760,725",0.006,NFC,NFC South,4,12,0,0.25,3,353,443,-90,0.3125,0.552734,No,No
4276,Kelechi Osemele,2013,G,Offense,BAL,"$542,085","$218,340","$760,425",0.006,AFC,AFC North,8,8,0,0.5,3,320,352,-32,0.417969,0.484375,No,No
4277,Justin Drescher,2013,LS,Special Teams,NO,"$630,000","$110,000","$760,000",0.006,NFC,NFC South,11,5,0,0.6875,2,414,304,110,0.454545,0.515625,Yes,No
4278,Mason Foster,2013,ILB,Defense,TB,"$628,124","$131,250","$759,374",0.006,NFC,NFC South,4,12,0,0.25,4,288,389,-101,0.390625,0.574219,No,No
4279,Darrell Stuckey,2013,FS,Defense,LAC/SD,"$630,000","$126,500","$756,500",0.006,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4280,Morgan Cox,2013,LS,Special Teams,BAL,"$630,000","$125,000","$755,000",0.006,AFC,AFC North,8,8,0,0.5,3,320,352,-32,0.417969,0.484375,No,No
4281,LaMichael James,2013,RB,Offense,SF,"$490,859","$213,436","$754,295",0.006,NFC,NFC West,12,4,0,0.75,2,406,272,134,0.414062,0.494141,Yes,No
4282,Casey Hayward,2013,CB,Defense,GB,"$540,451","$211,802","$752,253",0.006,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4283,Joe Hawley,2013,C,Offense,ATL,"$630,000","$120,795","$750,795",0.006,NFC,NFC South,4,12,0,0.25,3,353,443,-90,0.3125,0.552734,No,No
4284,Garrett Graham,2013,TE,Offense,HOU,"$630,000","$120,025","$750,025",0.006,AFC,AFC South,2,14,0,0.125,4,276,428,-152,0.5,0.558594,No,No
4285,Gary Barnidge,2013,TE,Offense,CLE,"$750,000",$0,"$750,000",0.005,AFC,AFC North,4,12,0,0.25,4,308,406,-98,0.476562,0.515625,No,No
4286,Le'Veon Bell,2013,RB,Offense,PIT,"$405,000","$344,200","$749,200",0.006,AFC,AFC North,8,8,0,0.5,2,379,370,9,0.441406,0.46875,No,No
4287,Rueben Randle,2013,WR,Offense,NYG,"$539,633","$208,533","$748,166",0.006,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4288,Justin Houston,2013,OLB,Defense,KC,"$555,000","$167,812","$747,812",0.005,AFC,AFC West,11,5,0,0.6875,2,430,305,125,0.335227,0.445312,Yes,No
4289,Benjamin Ijalana,2013,RT,Offense,NYJ,"$742,772",$0,"$742,772",0.006,AFC,AFC East,8,8,0,0.5,2,290,387,-97,0.414062,0.488281,No,No
4290,Mike Windt,2013,LS,Special Teams,LAC/SD,"$630,000","$112,500","$742,500",0.006,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4291,Jurrell Casey,2013,DT,Defense,TEN,"$580,000","$154,359","$734,359",0.005,AFC,AFC South,7,9,0,0.4375,2,362,381,-19,0.375,0.503906,No,No
4292,Johnathan Hankins,2013,DT,Defense,NYG,"$405,000","$327,852","$732,852",0.006,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4293,Leonard Hankerson,2013,WR,Offense,WAS,"$555,000","$151,594","$731,594",0.007,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4294,Jermelle Cudjo,2013,DT,Defense,LAR/STL,"$555,000","$175,000","$730,000",0.006,NFC,NFC West,7,9,0,0.4375,4,348,364,-16,0.446429,0.550781,No,No
4295,Danny McCray,2013,SS,Defense,DAL,"$630,000","$100,000","$730,000",0.006,NFC,NFC East,8,8,0,0.5,2,439,432,7,0.363281,0.484375,No,No
4296,Arrelious Benn,2013,WR,Offense,PHI,"$630,000","$100,000","$730,000",0.005,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4297,Jason Phillips,2013,ILB,Defense,PHI,"$630,000",$0,"$730,000",0.005,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4298,Josh Mauga,2013,ILB,Defense,NYJ,"$630,000","$70,000","$730,000",0.006,AFC,AFC East,8,8,0,0.5,2,290,387,-97,0.414062,0.488281,No,No
4299,Cecil Shorts,2013,WR,Offense,JAX,"$617,922","$110,845","$728,767",0.005,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4300,Nate Irving,2013,ILB,Defense,DEN,"$555,000","$173,750","$728,750",0.005,AFC,AFC West,13,3,0,0.8125,1,606,399,207,0.423077,0.46875,Yes,No
4301,Austin Pettis,2013,WR,Offense,LAR/STL,"$580,000","$144,567","$724,567",0.006,NFC,NFC West,7,9,0,0.4375,4,348,364,-16,0.446429,0.550781,No,No
4302,Jerrel Jernigan,2013,WR,Offense,NYG,"$555,000","$143,813","$723,813",0.006,NFC,NFC East,7,9,0,0.4375,3,294,383,-89,0.366071,0.519531,No,No
4303,Chris Prosinski,2013,SS,Defense,JAX,"$615,012","$105,027","$720,039",0.005,AFC,AFC South,4,12,0,0.25,3,247,449,-202,0.234375,0.503906,No,No
4304,Allen Barbre,2013,G,Offense,PHI,"$715,000","$5,000","$720,000",0.005,NFC,NFC East,10,6,0,0.625,1,442,382,60,0.390625,0.453125,Yes,No
4305,Allen Bailey,2013,DE,Defense,KC,"$555,000","$138,986","$718,986",0.005,AFC,AFC West,11,5,0,0.6875,2,430,305,125,0.335227,0.445312,Yes,No
4306,Jon Bostic,2013,ILB,Defense,CHI,"$405,000","$311,509","$716,509",0.006,NFC,NFC North,8,8,0,0.5,2,445,478,-33,0.46875,0.464844,No,No
4307,Robert Meachem,2013,WR,Offense,NO,"$715,000",$0,"$715,000",0.006,NFC,NFC South,11,5,0,0.6875,2,414,304,110,0.454545,0.515625,Yes,No
4308,Johnny Jolly,2013,DE,Defense,GB,"$715,000",$0,"$715,000",0.005,NFC,NFC North,8,7,1,0.53125,1,417,428,-11,0.371094,0.453125,Yes,No
4309,Mike Gibson,2013,C,Offense,ARI,"$715,000",$0,"$715,000",0.006,NFC,NFC West,10,6,0,0.625,3,379,324,55,0.44375,0.53125,No,No
4310,Brian Hoyer,2013,QB,Offense,CLE,"$715,000",$0,"$715,000",0.005,AFC,AFC North,4,12,0,0.25,4,308,406,-98,0.476562,0.515625,No,No
4311,Kory Sperry,2013,TE,Offense,ARI,"$715,000",$0,"$715,000",0.006,NFC,NFC West,10,6,0,0.625,3,379,324,55,0.44375,0.53125,No,No
4312,Tony Carter,2013,CB,Defense,DEN,"$715,000",$0,"$715,000",0.005,AFC,AFC West,13,3,0,0.8125,1,606,399,207,0.423077,0.46875,Yes,No
4313,Graham Gano,2013,K,Special Teams,CAR,"$715,000",$0,"$715,000",0.006,NFC,NFC South,12,4,0,0.75,1,366,241,125,0.450521,0.494141,Yes,No
4314,Kenrick Ellis,2013,DT,Defense,NYJ,"$555,000","$112,500","$707,500",0.006,AFC,AFC East,8,8,0,0.5,2,290,387,-97,0.414062,0.488281,No,No
4315,A.J.  Jenkins,2013,WR,Offense,KC,"$705,797",$0,"$705,797",0.005,AFC,AFC West,11,5,0,0.6875,2,430,305,125,0.335227,0.445312,Yes,No
4316,Chris Culliver,2013,CB,Defense,SF,"$555,000","$149,719","$704,719",0.006,NFC,NFC West,12,4,0,0.75,2,406,272,134,0.414062,0.494141,Yes,No
4317,Dwayne Allen,2013,TE,Offense,IND,"$527,000","$175,826","$702,826",0.006,AFC,AFC South,11,5,0,0.6875,1,391,336,55,0.448864,0.484375,Yes,No
4318,Vincent Brown,2013,WR,Offense,LAC/SD,"$555,000","$146,517","$701,517",0.006,AFC,AFC West,9,7,0,0.5625,3,396,348,48,0.548611,0.496094,Yes,No
4319,David Amerson,2013,CB,Defense,WAS,"$405,000","$295,164","$700,164",0.006,NFC,NFC East,3,13,0,0.1875,4,334,478,-144,0.4375,0.515625,No,No
4320,Geoff Schwartz,2013,G,Offense,KC,"$630,000","$35,000","$700,000",0.005,AFC,AFC West,11,5,0,0.6875,2,430,305,125,0.335227,0.445312,Yes,No
4321,Christopher Conte,2013,FS,Defense,CHI,"$555,000","$133,400","$698,400",0.005,NFC,NFC North,8,8,0,0.5,2,445,478,-33,0.46875,0.464844,No,No
4322,Trumaine Johnson,2013,CB,Defense,LAR/STL,"$499,000","$167,794","$696,794",0.006,NFC,NFC West,7,9,0,0.4375,4,348,364,-16,0.446429,0.550781,No,No
