,Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
13242,Logan Paulsen,30,2017,TE,Offense,SF,364706,0,364705,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13243,John Hughes,29,2017,DE,Defense,NO,364706,0,364705,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13244,Jeff Cumberland,30,2017,TE,Offense,LAC/SD,364706,0,364705,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13245,Rico Gathers,23,2017,TE,Offense,DAL,348000,16666,364666,0.002,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13246,Christian French,25,2017,OLB,Defense,SEA,363000,1666,364666,0.002,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
13247,Kenneth Farrow,24,2017,RB,Offense,LAC/SD,363000,1666,364666,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13248,Keion Adams,22,2017,OLB,Defense,PIT,348000,16504,364504,0.002,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
13249,Keith Marshall,23,2017,RB,Offense,WAS,348000,16387,364387,0.002,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13250,Chad Kelly,23,2017,QB,Offense,DEN,348000,16067,364067,0.002,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13251,Mason Schreck,24,2017,TE,Offense,CIN,348000,16067,364067,0.002,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13252,Dan France,26,2017,G,Offense,CAR,363000,0,363000,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13253,Chris Barker,27,2017,G,Offense,CLE,363000,0,363000,0.002,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13254,Darius Jackson,24,2017,RB,Offense,CLE,363000,0,363000,0.002,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13255,Jack Allen,25,2017,T,Offense,NO,363000,0,363000,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13256,Davonte Lambert,23,2017,DE,Defense,TB,363000,0,363000,0.002,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
13257,Edwin Jackson,26,2017,ILB,Defense,IND,363000,0,363000,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13258,Doug Middleton,24,2017,S,Defense,NYJ,363000,0,363000,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13259,Jeff Driskel,24,2017,QB,Offense,CIN,363000,0,363000,0.002,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13260,Victor Ochi,24,2017,OLB,Defense,TEN,363000,0,363000,0.002,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
13261,Alex Tanney,30,2017,QB,Offense,TEN,363000,0,363000,0.002,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
13262,Denver Kirkland,23,2017,G,Offense,LV/OAK,363000,0,363000,0.002,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
13263,Chris Landrum,25,2017,OLB,Defense,LAC/SD,363000,0,363000,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13264,Shane Wynn,25,2017,WR,Offense,JAX,363000,0,363000,0.002,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
13265,Bam Bradley,23,2017,ILB,Defense,BAL,361756,666,362422,0.002,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
13266,Leon Hall,33,2017,CB,Defense,SF,588235,0,361765,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13267,Jelani Jenkins,25,2017,OLB,Defense,HOU,455880,0,361765,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13268,Sean Weatherspoon,30,2017,ILB,Defense,ATL,455882,0,361765,0.002,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
13269,Arie Kouandjio,25,2017,G,Offense,WAS,361765,0,361764,0.002,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13270,Neal Sterling,25,2017,TE,Offense,NYJ,361765,0,361764,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13271,Geremy Davis,25,2017,WR,Offense,LAC/SD,361765,0,361764,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13272,Cole Luke,22,2017,CB,Defense,CAR,354873,3333,358206,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13273,Su'a Cravens,22,2017,S,Defense,WAS,0,355630,355630,0.002,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13274,Jon Halapio,26,2017,G,Offense,NYG,355589,0,355589,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13275,Isaiah Irving,23,2017,OLB,Defense,CHI,355588,0,355588,0.002,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
13276,Reggie Porter,23,2017,CB,Defense,CLE,355231,0,355231,0.002,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13277,Kasey Redfern,26,2017,P,Special Teams,DET,354873,0,354873,0.002,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
13278,Dominique Williams,27,2017,WR,Offense,PHI,348000,5000,353000,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13279,Darrelle Revis,32,2017,CB,Defense,KC,352941,0,352941,0.002,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13280,Dwight Freeney,37,2017,OLB,Defense,DET,352941,0,352941,0.002,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
13281,Pat Sims,32,2017,DT,Defense,CIN,352941,0,352941,0.002,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13282,Jimmie Gilbert,22,2017,OLB,Defense,SF,348000,4000,352000,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13283,Ashton Lampkin,23,2017,CB,Defense,KC,348000,4000,352000,0.002,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13284,Aziz Shittu,23,2017,DT,Defense,PHI,348000,3750,351750,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13285,Fred Ross,22,2017,WR,Offense,CAR,348000,3333,351333,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13286,Jordan Sterns,23,2017,S,Defense,KC,348000,3333,351333,0.002,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13287,Jessamen Dunker,24,2017,T,Offense,NYG,348000,3333,351333,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13288,Charmeachealle Moore,24,2017,OLB,Defense,LAC/SD,348000,3333,351333,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13289,Devin Chappell,23,2017,CB,Defense,KC,348000,2666,350666,0.002,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13290,Matt Godin,24,2017,DE,Defense,HOU,348000,2666,350666,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13291,Keith Towbridge,22,2017,TE,Offense,BUF,348000,2500,350500,0.002,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
13292,Kevin Bowen,24,2017,T,Offense,WAS,348000,2333,350333,0.002,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13293,Brandon Kublanow,22,2017,T,Offense,BAL,348000,2333,350333,0.002,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
13294,Tim White,23,2017,WR,Offense,BAL,348000,2000,350000,0.002,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
13295,Shaan Washington,24,2017,ILB,Defense,MIN,348000,1666,349666,0.002,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
13296,Donavin Newsom,24,2017,ILB,Defense,SF,348000,1666,349666,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13297,Cole Gardner,24,2017,T,Offense,TB,348000,1666,349666,0.002,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
13298,Brisly Estime,25,2017,WR,Offense,NYJ,348000,1666,349666,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13299,Des Lawrence,23,2017,CB,Defense,DET,348000,1666,349666,0.002,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
13300,I'Tavius Mathers,24,2017,RB,Offense,JAX,348000,1666,349666,0.002,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
13301,Josh Ferguson,24,2017,RB,Offense,IND,349415,0,349415,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13302,Richard Ash,25,2017,DT,Defense,DAL,349415,0,349415,0.002,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13303,Daniel Lasco,25,2017,RB,Offense,NO,349412,0,349411,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13304,Lenard Tillery,24,2017,RB,Offense,LAR/STL,348000,833,348833,0.002,NFC,NFC West,11,5,0,0.6875,1,478,329,149,0.460227,0.503906,Yes,No
13305,Josh Banks,23,2017,DT,Defense,NYG,348000,833,348833,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13306,Randall Goforth,23,2017,S,Defense,PHI,348000,666,348666,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13307,Deante' Gray,23,2017,WR,Offense,HOU,348000,666,348666,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13308,Devaroe Lawrence,25,2017,DT,Defense,NO,348000,500,348500,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13309,Drew Iddings,24,2017,DE,Defense,CAR,348000,0,348000,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13310,Ronald Zamort,26,2017,CB,Defense,ARI,348000,0,348000,0.002,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
13311,David Talley,23,2017,OLB,Defense,GB,348000,0,348000,0.002,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
13312,Herb Waters,25,2017,WR,Offense,GB,348000,0,348000,0.002,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
13313,Chanceller James,23,2017,S,Defense,SF,348000,0,348000,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13314,Bryson Keeton,24,2017,CB,Defense,NYJ,348000,0,348000,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13315,Keith Baxter,25,2017,CB,Defense,KC,348000,0,348000,0.002,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13316,Brandon Chubb,24,2017,ILB,Defense,DET,348000,0,348000,0.002,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
13317,Duke Thomas,23,2017,S,Defense,DAL,348000,0,348000,0.002,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13318,Keionta Davis,23,2017,DE,Defense,NE,348000,0,348000,0.002,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
13319,Andrew Jelks,24,2017,T,Offense,NE,348000,0,348000,0.002,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
13320,Caleb Kidder,23,2017,DE,Defense,NE,348000,0,348000,0.002,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
13321,Tra Carson,25,2017,RB,Offense,CIN,348000,0,348000,0.002,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13322,Jordan Simone,25,2017,S,Defense,SEA,348000,0,348000,0.002,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
13323,Tyrus Thompson,26,2017,T,Offense,SEA,348000,0,348000,0.002,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
13324,Keeon Johnson,23,2017,WR,Offense,NYG,348000,0,348000,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13325,Antonio Crawford,0,2017,CB,Defense,PIT,348000,0,348000,0.002,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
13326,Ishaq Williams,24,2017,OLB,Defense,NYG,348000,0,348000,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13327,Mike Matthews,23,2017,C,Offense,PIT,348000,0,348000,0.002,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
13328,Jarrod Harper,23,2017,S,Defense,JAX,348000,0,348000,0.002,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
13329,Martin Ifedi,26,2017,DE,Defense,ATL,348000,0,348000,0.002,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
13330,Quincy Mauger,22,2017,S,Defense,ATL,348000,0,348000,0.002,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
13331,David Parry,25,2017,DT,Defense,NO,347471,0,347471,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13332,Donte Deayon,23,2017,S,Defense,NYG,328236,0,328236,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13333,Marvin Hall,24,2017,WR,Offense,ATL,328236,0,328236,0.002,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
13334,Cole Hikutini,23,2017,TE,Offense,SF,328235,0,328235,0.002,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13335,Xavier Coleman,23,2017,CB,Defense,NYJ,328235,0,328235,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13336,Travis Rudolph,22,2017,WR,Offense,NYG,328235,0,328235,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13337,Josh Keyes,24,2017,ILB,Defense,CLE,325588,0,325588,0.002,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13338,Arthur Jones,31,2017,DT,Defense,WAS,476471,0,325588,0.002,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13339,Jay Ajayi,24,2017,RB,Offense,PHI,325588,0,325588,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13340,Tyreek Burwell,25,2017,T,Offense,IND,325588,0,325588,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13341,Xavier Cooper,26,2017,DE,Defense,NYJ,325588,0,325588,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13342,Angelo Blackson,25,2017,DE,Defense,HOU,325588,0,325588,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13343,Kendall Lamm,25,2017,RT,Offense,HOU,325588,0,325588,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13344,Cyrus Kouandjio,24,2017,RT,Offense,DEN,324706,0,324705,0.002,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13345,Taybor Pepper,23,2017,LS,Special Teams,GB,320995,0,320995,0.002,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
13346,Matt Barkley,27,2017,QB,Offense,ARI,319118,0,319117,0.002,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
13347,Akeem Ayers,28,2017,OLB,Defense,NYG,319118,0,319117,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13348,Kaelin Clay,25,2017,WR,Offense,CAR,317650,0,317650,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13349,Lafayette Pitts,25,2017,CB,Defense,BUF,317650,0,317650,0.002,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
13350,Matt Lengel,27,2017,TE,Offense,CLE,317647,0,317647,0.002,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13351,Jerrol Garcia-Williams,24,2017,ILB,Defense,DEN,300883,0,300883,0.002,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13352,Elijah Wilkinson,22,2017,T,Offense,DEN,300883,0,300883,0.002,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13353,Garrett Gilbert,26,2017,QB,Offense,CAR,300883,0,300883,0.002,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
13354,Jermaine Whitehead,24,2017,FS,Defense,GB,300883,0,300883,0.002,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
13355,Nate Gerry,22,2017,OLB,Defense,PHI,300883,0,300883,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13356,Jaydon Mickens,23,2017,WR,Offense,JAX,300883,0,300883,0.002,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
13357,Krishawn Hogan,22,2017,WR,Offense,IND,300346,0,300346,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13358,Louis Murphy,30,2017,WR,Offense,SF,423528,0,289412,0.001,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13359,Derron Smith,25,2017,SS,Defense,CLE,289412,0,289411,0.001,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
13360,Deontae Skinner,27,2017,OLB,Defense,NYG,289412,0,289411,0.002,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13361,Nate Sudfeld,24,2017,QB,Offense,PHI,285882,0,285882,0.002,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13362,D.J. White,24,2017,CB,Defense,IND,285882,0,285882,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13363,Rashard Robinson,22,2017,CB,Defense,NYJ,285882,0,285882,0.002,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13364,Mack Brown,26,2017,RB,Offense,MIN,285880,0,285880,0.002,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
13365,Blake Jarwin,23,2017,TE,Offense,DAL,273530,8866,282396,0.002,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13366,Chris Hairston,28,2017,LT,Offense,LAC/SD,0,275000,275000,0.002,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
13367,Deon Lacey,27,2017,OLB,Defense,BUF,273530,0,273530,0.002,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
13368,Cameron Tom,22,2017,G,Offense,NO,273529,0,273529,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13369,Andre Ellington,28,2017,RB,Offense,HOU,273529,0,273529,0.002,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
13370,Randy Gregory,25,2017,OLB,Defense,DAL,0,258624,258624,0.002,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13371,Ben Braunecker,23,2017,TE,Offense,CHI,254120,0,254120,0.002,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
13372,Joey Mbu,24,2017,DT,Defense,IND,254120,0,254120,0.002,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
13373,Max Tuerk,23,2017,C,Offense,ARI,254118,0,254117,0.002,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
13374,Maurice Harris,25,2017,WR,Offense,WAS,254118,0,254117,0.001,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13375,Zach Vigil,26,2017,OLB,Defense,WAS,253235,0,253235,0.001,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13376,Freddie Martino,26,2017,WR,Offense,TB,253235,0,253235,0.002,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
13377,William Beatty,32,2017,LT,Offense,PHI,370588,0,253235,0.001,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
13378,Andrew Donnal,25,2017,RT,Offense,BAL,253235,0,253235,0.002,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
13379,Mike Davis,24,2017,RB,Offense,SEA,253235,0,253235,0.002,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
13380,Deiontrez Mount,24,2017,OLB,Defense,DEN,253232,0,253232,0.002,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13381,Jonathan Williams,23,2017,RB,Offense,NO,222353,25000,247353,0.002,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
13382,Donatello Brown,26,2017,CB,Defense,GB,246177,0,246177,0.001,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
13383,Bryson Albright,23,2017,OLB,Defense,ARI,246177,0,246177,0.001,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
13384,Darrell Williams,22,2017,T,Offense,SF,246177,0,246177,0.001,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13385,Maurquice Shakir,24,2017,G,Offense,BAL,246177,0,246177,0.002,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
13386,Greg Mabin,23,2017,CB,Defense,SF,246176,0,246176,0.001,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13387,Luke Stocker,29,2017,TE,Offense,TEN,182353,62500,244853,0.001,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
13388,Cairo Santos,26,2017,K,Special Teams,CHI,243529,0,243529,0.001,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
13389,Fitz Toussaint,27,2017,RB,Offense,PIT,243529,0,243529,0.001,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
13390,Cassius Marsh,25,2017,OLB,Defense,SF,243528,0,243528,0.001,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13391,Mike Nugent,35,2017,K,Special Teams,CHI,235294,0,235294,0.001,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
13392,Tim Barnes,29,2017,C,Offense,SF,227941,0,227941,0.001,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
13393,Darryl Morris,27,2017,CB,Defense,NYG,227941,0,227941,0.001,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13394,Byron Marshall,23,2017,RB,Offense,WAS,222353,0,222352,0.001,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13395,Hardy Nickerson Jr.,23,2017,ILB,Defense,CIN,222353,0,222352,0.001,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13396,Kalif Raymond,23,2017,WR,Offense,NYG,222353,0,222352,0.001,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13397,Jojo Natson,23,2017,WR,Offense,NYJ,218824,0,218824,0.001,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
13398,Daniel Ross,24,2017,DE,Defense,DAL,218824,0,218824,0.001,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13399,Zach Sterup,25,2017,T,Offense,MIA,218824,0,218824,0.001,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
13400,Shane Smith,24,2017,FB,Offense,NYG,218824,0,218824,0.001,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
13401,Joe Jones,23,2017,OLB,Defense,DEN,218824,0,218823,0.001,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
13402,Lewis Neal,22,2017,DE,Defense,DAL,218824,0,218823,0.001,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
13403,Brandon Wilson,23,2017,S,Defense,CIN,218824,0,218823,0.001,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
13404,Josh Forrest,25,2017,ILB,Defense,SEA,218824,0,218823,0.001,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
13405,A.J. Francis,27,2017,DE,Defense,WAS,217059,0,217058,0.001,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13406,Demetrius Rhaney,25,2017,C,Offense,WAS,217059,0,217058,0.001,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
13407,Neville Hewitt,24,2017,OLB,Defense,MIA,217059,0,217058,0.001,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
13408,Orson Charles,26,2017,FB,Offense,KC,202940,0,202940,0.001,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
13409,Austin Traylor,24,2017,TE,Offense,DEN,191471,0,191471,0.001,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
