Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap_Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win%,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won_Superbowl
Devontae Booker,24,2016,RB,Offense,DEN,450000,95848,545848,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Rashard Robinson,21,2016,CB,Defense,SF,450000,95848,545848,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Kenneth Dixon,22,2016,RB,Offense,BAL,450000,95848,545848,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Willie Henry,22,2016,DT,Defense,BAL,450000,95848,545848,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Dak Prescott,23,2016,QB,Offense,DAL,450000,95848,545848,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Cardale Jones,24,2016,QB,Offense,BUF,450000,95848,545848,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Seth Devalve,23,2016,TE,Offense,CLE,450000,95848,545848,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Dean Lowry,22,2016,DE,Defense,GB,450000,95848,545848,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Blake Martinez,22,2016,ILB,Defense,GB,450000,95848,545848,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Bronson Kaufusi,25,2016,DE,Defense,BAL,333000,211254,544254,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Bryce Hager,24,2016,ILB,Defense,LAR/STL,525000,18035,543035,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Bobby Hart,22,2016,RT,Offense,NYG,525000,17897,542897,0.003,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Marcus Murphy,25,2016,RB,Offense,NO,525000,17322,542322,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Edmond Robinson,24,2016,OLB,Defense,MIN,525000,17078,542078,0.004,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Mark Nzeocha,26,2016,ILB,Defense,DAL,525000,16087,541087,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Corey Robinson,24,2016,LT,Offense,DET,525000,14477,539477,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Dexter McDonald,25,2016,CB,Defense,LV/OAK,525000,14212,539212,0.003,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Trenton Brown,23,2016,RT,Offense,SF,525000,13973,538973,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Chris Scott,29,2016,G,Offense,CAR,642352,30000,538823,0.003,NFC,NFC South,6,10,0,0.375,4,369,402,-33,0.354167,0.517578,No,No
Geoff Swaim,23,2016,TE,Offense,DAL,525000,13683,538683,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Denzelle Good,25,2016,RT,Offense,IND,525000,13196,538196,0.003,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Trevor Siemian,25,2016,QB,Offense,DEN,525000,13195,538195,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Lonnie Ballentine,23,2016,FS,Defense,HOU,525000,11474,536474,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Chris Carter,27,2016,ILB,Defense,IND,536470,0,536470,0.003,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Coty Sensabaugh,28,2016,CB,Defense,NYG,536470,0,536470,0.003,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Vladimir Ducasse,29,2016,G,Offense,BAL,536470,0,536470,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
La'el Collins,23,2016,RT,Offense,DAL,526750,7000,533750,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Armonty Bryant,26,2016,DE,Defense,DET,516176,0,532551,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Jacoby Brissett,24,2016,QB,Offense,NE,360524,170151,530675,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
David Andrews,24,2016,C,Offense,NE,525000,5000,530000,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Thomas Rawls,23,2016,RB,Offense,SEA,525000,5000,530000,0.003,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Asante Cleveland,24,2016,TE,Offense,LAC/SD,529410,0,529410,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Delvin Breaux,27,2016,CB,Defense,NO,525000,4000,529000,0.003,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Lucky Whitehead,24,2016,WR,Offense,DAL,525000,3333,528333,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Xavier Williams,24,2016,DT,Defense,ARI,525000,2666,527666,0.003,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Bradley Marquez,24,2016,WR,Offense,LAR/STL,525000,2166,527166,0.003,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Greg Mancz,24,2016,C,Offense,HOU,525000,2000,527000,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Quinton Spain,25,2016,G,Offense,TEN,525000,2000,527000,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Cameron Meredith,24,2016,WR,Offense,CHI,525000,2000,527000,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
LaDarius Gunter,24,2016,CB,Defense,GB,525000,1666,526666,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Zach Zenner,25,2016,RB,Offense,DET,525000,1666,526666,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Kurtis Drummond,24,2016,SS,Defense,HOU,525000,1666,526666,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Corey Grant,25,2016,RB,Offense,JAX,525000,1666,526666,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Josh Lambo,26,2016,K,Special Teams,LAC/SD,525000,1666,526666,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Kendall Lamm,24,2016,RT,Offense,HOU,525000,666,525666,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Matt Darr,24,2016,P,Special Teams,MIA,525000,333,525333,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Neville Hewitt,23,2016,OLB,Defense,MIA,525000,333,525333,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Jake Schum,27,2016,P,Special Teams,GB,525000,0,525000,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Joe Thomas,25,2016,ILB,Defense,GB,525000,0,525000,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Shaquil Barrett,24,2016,OLB,Defense,DEN,525000,0,525000,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
T.Y. McGill,24,2016,DT,Defense,IND,525000,0,525000,0.003,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Kapri Bibbs,23,2016,RB,Offense,DEN,525000,0,525000,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
James Ferentz,27,2016,C,Offense,DEN,525000,0,525000,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Bennie Fowler,25,2016,WR,Offense,DEN,525000,0,525000,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Matt Paradis,27,2016,C,Offense,DEN,525000,0,525000,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
James Winchester,27,2016,LS,Special Teams,KC,525000,0,525000,0.003,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Justin Coleman,23,2016,CB,Defense,NE,525000,0,525000,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Brandon King,23,2016,FS,Defense,NE,525000,0,525000,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Andrew Franks,23,2016,K,Special Teams,MIA,525000,0,525000,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Mike Hull,25,2016,ILB,Defense,MIA,525000,0,525000,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Anthony Steen,26,2016,G,Offense,MIA,525000,0,525000,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Will Tye,25,2016,TE,Offense,NYG,525000,0,525000,0.003,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Jordan Berry,25,2016,P,Special Teams,PIT,525000,0,525000,0.003,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Chris Boswell,25,2016,K,Special Teams,PIT,525000,0,525000,0.003,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Anthony Chickillo,24,2016,OLB,Defense,PIT,525000,0,525000,0.003,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Roosevelt Nix,24,2016,FB,Offense,PIT,525000,0,525000,0.003,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Alejandro Villanueva,28,2016,LT,Offense,PIT,525000,0,525000,0.003,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Gabe Holmes,25,2016,TE,Offense,LV/OAK,525000,0,525000,0.003,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Seth Roberts,25,2016,WR,Offense,LV/OAK,525000,0,525000,0.003,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Mike Purcell,25,2016,DT,Defense,SF,525000,0,525000,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Adam Humphries,23,2016,WR,Offense,TB,525000,0,525000,0.003,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Howard Jones,26,2016,OLB,Defense,TB,525000,0,525000,0.003,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
De'Ondre Wesley,24,2016,G,Offense,BAL,525000,0,525000,0.003,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Houston Bates,25,2016,OLB,Defense,WAS,525000,0,525000,0.003,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Quinton Dunbar,24,2016,CB,Defense,WAS,525000,0,525000,0.003,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Deshazor Everett,24,2016,SS,Defense,WAS,525000,0,525000,0.003,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Thurston Armbrister,24,2016,OLB,Defense,DET,525000,0,525000,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Brandon Copeland,25,2016,DE,Defense,DET,525000,0,525000,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Khyri Thornton,27,2016,DT,Defense,DET,525000,0,525000,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Ricardo Allen,25,2016,SS,Defense,ATL,525000,0,525000,0.003,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Akeem King,24,2016,SS,Defense,ATL,525000,0,525000,0.003,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Brian Peters,28,2016,ILB,Defense,HOU,525000,0,525000,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
David Irving,23,2016,DT,Defense,DAL,525000,0,525000,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Quincy Enunwa,24,2016,WR,Offense,NYJ,525000,0,525000,0.003,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Rontez Miles,28,2016,FS,Defense,NYJ,525000,0,525000,0.003,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Brent Qvale,25,2016,RT,Offense,NYJ,525000,0,525000,0.003,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Deon Simon,26,2016,DT,Defense,NYJ,525000,0,525000,0.003,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Brandon Coleman,24,2016,WR,Offense,NO,525000,0,525000,0.003,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Jason Myers,25,2016,K,Special Teams,JAX,525000,0,525000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Matt Longacre,25,2016,DE,Defense,LAR/STL,525000,0,525000,0.003,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Nick Easton,24,2016,C,Offense,MIN,525000,0,525000,0.003,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Willie Snead,24,2016,WR,Offense,NO,525000,0,525000,0.003,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Hayes Pullard,24,2016,ILB,Defense,JAX,525000,0,525000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Anthony Harris,25,2016,SS,Defense,MIN,525000,0,525000,0.003,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Neal Sterling,24,2016,TE,Offense,JAX,525000,0,525000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Zac Kerin,25,2016,C,Offense,MIN,525000,0,525000,0.003,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Josh Andrews,25,2016,C,Offense,PHI,525000,0,525000,0.003,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Tyrell Williams,24,2016,WR,Offense,LAC/SD,525000,0,525000,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Mohammed Seisay,26,2016,CB,Defense,SEA,525000,0,525000,0.003,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Nick O'Leary,24,2016,TE,Offense,BUF,525000,0,525000,0.003,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Bryce Callahan,25,2016,CB,Defense,CHI,525000,0,525000,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Harold Jones-Quartey,23,2016,SS,Defense,CHI,525000,0,525000,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Patrick Scales,28,2016,LS,Special Teams,CHI,525000,0,525000,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
George Atkinson,24,2016,RB,Offense,CLE,525000,0,525000,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Charley Hughlett,26,2016,LS,Special Teams,CLE,525000,0,525000,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Jamie Meder,25,2016,DE,Defense,CLE,525000,0,525000,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Tajae Sharpe,22,2016,WR,Offense,TEN,450000,68721,518721,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Ronald Blair,23,2016,DE,Defense,SF,450000,67601,517601,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
DeAndre Washington,23,2016,RB,Offense,LV/OAK,450000,67298,517298,0.003,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Dominique Jones,29,2016,TE,Offense,MIA,516178,0,516178,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Connor McGovern,23,2016,G,Offense,DEN,450000,65975,515975,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
John Theus,22,2016,T,Offense,SF,450000,64403,514403,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Matt Judon,24,2016,OLB,Defense,BAL,450000,63934,513934,0.003,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Caleb Benenoch,22,2016,T,Offense,TB,450000,63296,513296,0.003,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Paul Perkins,22,2016,RB,Offense,NYG,450000,63137,513137,0.003,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Jordan Howard,22,2016,RB,Offense,CHI,450000,62005,512005,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Joe Dahl,23,2016,G,Offense,DET,450000,61478,511478,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Wendell Smallwood,22,2016,RB,Offense,PHI,450000,61144,511144,0.003,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Joe Haeg,23,2016,G,Offense,IND,450000,60602,510602,0.003,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Jonathan Williams,22,2016,RB,Offense,BUF,450000,60228,510228,0.003,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
LeShaun Sims,23,2016,CB,Defense,TEN,450000,59546,509546,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Martrell Spaight,23,2016,ILB,Defense,WAS,450000,59487,509487,0.003,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Brandon Shell,24,2016,T,Offense,NYJ,450000,58991,508991,0.003,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Aaron Lynch,23,2016,DE,Defense,SF,458823,49500,508323,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Kentrell Brothers,23,2016,OLB,Defense,MIN,450000,58170,508170,0.003,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Charles Tapper,23,2016,DE,Defense,DAL,353645,154470,508115,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Christian Westerman,23,2016,G,Offense,CIN,450000,57924,507924,0.003,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Trevor Davis,23,2016,WR,Offense,GB,450000,56794,506794,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Halapoulivaati Vaitai,23,2016,T,Offense,PHI,450000,56281,506281,0.003,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
D.J. Reader,22,2016,DT,Defense,HOU,450000,53845,503845,0.003,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Spencer Drango,24,2016,G,Offense,CLE,450000,51912,501912,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Antwione Williams,23,2016,OLB,Defense,DET,450000,51115,501115,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Tyreek Hill,22,2016,WR,Offense,KC,450000,17500,497500,0.003,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Rashard Higgins,22,2016,WR,Offense,CLE,450000,46096,496096,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Cole Toner,22,2016,G,Offense,ARI,450000,46096,496096,0.003,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Jatavis Brown,22,2016,ILB,Defense,LAC/SD,450000,46096,496096,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Alex Collins,22,2016,RB,Offense,SEA,450000,46096,496096,0.003,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Cody Parkey,24,2016,K,Special Teams,CLE,494117,0,494117,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Korey Toomer,28,2016,ILB,Defense,LAC/SD,494117,0,494117,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Kendall Reyes,27,2016,DE,Defense,KC,491764,0,491764,0.003,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
DuJuan Harris,28,2016,RB,Offense,SF,491764,0,491764,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Temarrick Hemingway,23,2016,TE,Offense,LAR/STL,450000,39896,489896,0.003,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
D.J. White,23,2016,CB,Defense,KC,450000,39253,489253,0.003,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Drew Kaser,23,2016,P,Special Teams,LAC/SD,450000,38456,488456,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Jamie Collins,27,2016,OLB,Defense,CLE,485928,0,485928,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Jerell Adams,24,2016,TE,Offense,NYG,450000,35713,485713,0.003,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
DeAndre Houston-Carson,23,2016,S,Defense,CHI,450000,35235,485235,0.003,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
James Sample,24,2016,FS,Defense,JAX,348000,137145,485145,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Jakeem Grant,24,2016,WR,Offense,MIA,450000,35095,485095,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Demetri Goodson,27,2016,CB,Defense,GB,458823,25788,484611,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Nate Sudfeld,23,2016,QB,Offense,WAS,450000,34333,484333,0.003,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
David Morgan,23,2016,TE,Offense,MIN,450000,33864,483864,0.003,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Anthony Brown,23,2016,CB,Defense,DAL,450000,33736,483736,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Josh Forrest,24,2016,ILB,Defense,LAR/STL,450000,33580,483580,0.003,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Sebastian Tretola,24,2016,G,Offense,TEN,450000,33185,483185,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Cory James,23,2016,ILB,Defense,LV/OAK,450000,33119,483119,0.003,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Wes Schweitzer,23,2016,G,Offense,ATL,450000,33095,483095,0.003,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Derek Watt,24,2016,FB,Offense,LAC/SD,450000,32420,482420,0.003,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Cody Core,22,2016,WR,Offense,CIN,450000,31983,481983,0.003,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Kyle Murphy,23,2016,T,Offense,GB,450000,31535,481535,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Brandon Allen,24,2016,QB,Offense,JAX,450000,31068,481068,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Anthony Zettel,24,2016,DE,Defense,DET,450000,30930,480930,0.003,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Dadi Nicolas,24,2016,OLB,Defense,KC,450000,30803,480803,0.003,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Randall Telfer,24,2016,TE,Offense,CLE,450000,29384,479384,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Mike Thomas,22,2016,WR,Offense,LAR/STL,450000,29017,479017,0.003,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Tre' Jackson,24,2016,G,Offense,NE,348000,130935,478935,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Wes Horton,26,2016,DE,Defense,CAR,476472,0,476472,0.003,NFC,NFC South,6,10,0,0.375,4,369,402,-33,0.354167,0.517578,No,No
Will Parks,22,2016,S,Defense,DEN,450000,25089,475089,0.003,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Ted Karras,23,2016,G,Offense,NE,450000,25089,475089,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Elandon Roberts,22,2016,ILB,Defense,NE,450000,25089,475089,0.003,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Aaron Burbridge,23,2016,WR,Offense,SF,450000,25089,475089,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Kavon Frazier,22,2016,S,Defense,DAL,450000,25089,475089,0.003,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Joey Hunt,22,2016,C,Offense,SEA,450000,25089,475089,0.003,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
