Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap_Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win%,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won_Superbowl
Joshua Perry,22,2016,ILB,Defense,LAC/SD,450000,153521,603521,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Albert Wilson,24,2016,WR,Offense,KC,600000,3334,603334,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Isaiah Crowell,23,2016,RB,Offense,CLE,600000,3334,603334,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
James Hurst,25,2016,RT,Offense,BAL,600000,3000,603000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Kerry Wynn,25,2016,DE,Defense,NYG,600000,2500,602500,0.004,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Trey Burton,25,2016,TE,Offense,PHI,600000,2500,602500,0.004,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Jonotthan Harrison,25,2016,C,Offense,IND,600000,2500,602500,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Christian Jones,25,2016,ILB,Defense,CHI,600000,2334,602334,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Sheldon Day,22,2016,DT,Defense,JAX,450000,152102,602102,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Kasim Edebali,27,2016,OLB,Defense,NO,600000,2000,602000,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Zach Kerr,26,2016,DE,Defense,IND,600000,2000,602000,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Damien Williams,24,2016,RB,Offense,MIA,600000,1668,601668,0.004,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Tyler Shatley,25,2016,G,Offense,JAX,600000,1668,601668,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Jayrone Elliott,25,2016,OLB,Defense,GB,600000,1668,601668,0.004,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Tavon Young,22,2016,CB,Defense,BAL,450000,151282,601282,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Zach Orr,24,2016,ILB,Defense,BAL,600000,1000,601000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Brock Coyle,26,2016,ILB,Defense,SEA,600000,1000,601000,0.004,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Parker Ehinger,24,2016,G,Offense,KC,450000,150727,600727,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Cairo Santos,25,2016,K,Special Teams,KC,600000,667,600667,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Chandler Catanzaro,25,2016,K,Special Teams,ARI,600000,500,600500,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Kenneth Acker,24,2016,CB,Defense,KC,600000,0,600000,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Daniel Sorensen,26,2016,SS,Defense,KC,600000,0,600000,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Malcolm Butler,26,2016,CB,Defense,NE,600000,0,600000,0.004,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Cameron Fleming,24,2016,T,Offense,NE,600000,0,600000,0.004,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Josh Johnson,30,2016,QB,Offense,NYG,885000,0,600000,0.004,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Orleans Darkwa,24,2016,RB,Offense,NYG,600000,0,600000,0.004,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Tavarres King,26,2016,WR,Offense,NYG,600000,0,600000,0.004,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
David Johnson,29,2016,TE,Offense,PIT,760000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Steven Johnson,28,2016,ILB,Defense,PIT,760000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Ricardo Mathews,29,2016,DT,Defense,PIT,760000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Ross Cockrell,25,2016,CB,Defense,PIT,600000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Chris Hubbard,25,2016,RT,Offense,PIT,600000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Zach Mettenberger,25,2016,QB,Offense,PIT,600000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Fitz Toussaint,26,2016,RB,Offense,PIT,600000,0,600000,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Mike Jenkins,31,2016,CB,Defense,ARI,885000,0,600000,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Darren Fells,30,2016,TE,Offense,ARI,600000,0,600000,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Denico Autry,26,2016,DE,Defense,LV/OAK,600000,0,600000,0.004,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Josh Mauro,25,2016,DT,Defense,ARI,600000,0,600000,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Marcus Cromartie,26,2016,CB,Defense,SF,600000,0,600000,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Andrew Tiller,26,2016,G,Offense,SF,600000,0,600000,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Cameron Brate,25,2016,TE,Offense,TB,600000,0,600000,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Andrew DePaola,29,2016,LS,Special Teams,TB,600000,0,600000,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Ryan Griffin,27,2016,QB,Offense,TB,600000,0,600000,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Jacquies Smith,26,2016,OLB,Defense,TB,600000,0,600000,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Adarius Taylor,26,2016,OLB,Defense,TB,600000,0,600000,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Ryan Jensen,25,2016,C,Offense,BAL,600000,0,600000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Chris Matthews,27,2016,WR,Offense,BAL,600000,0,600000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Jumal Rolle,26,2016,CB,Defense,BAL,600000,0,600000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Terrance West,25,2016,RB,Offense,BAL,600000,0,600000,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Junior Galette,28,2016,OLB,Defense,WAS,500000,0,600000,0.004,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Will Compton,27,2016,ILB,Defense,WAS,600000,0,600000,0.004,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Dustin Hopkins,26,2016,K,Special Teams,WAS,600000,0,600000,0.004,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Ty Nsekhe,31,2016,LT,Offense,WAS,600000,0,600000,0.004,NFC,NFC East,8,7,1,0.53125,3,396,383,13,0.429688,0.515625,No,No
Leonard Johnson,26,2016,CB,Defense,CAR,760000,0,600000,0.004,NFC,NFC South,6,10,0,0.375,4,369,402,-33,0.354167,0.517578,No,No
Taylor Gabriel,25,2016,WR,Offense,ATL,600000,0,600000,0.004,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Andre Roberts,28,2016,WR,Offense,DET,760000,0,600000,0.004,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Ben Garland,28,2016,G,Offense,ATL,600000,0,600000,0.004,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Max Bullough,24,2016,ILB,Defense,HOU,600000,0,600000,0.004,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Keith Smith,24,2016,FB,Offense,DAL,600000,0,600000,0.004,NFC,NFC East,13,3,0,0.8125,1,421,306,115,0.439904,0.470703,Yes,No
Brandon Bostick,27,2016,TE,Offense,NYJ,600000,0,600000,0.004,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Mike Catapano,26,2016,DE,Defense,NYJ,600000,0,600000,0.004,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Wesley Johnson,25,2016,C,Offense,NYJ,600000,0,600000,0.004,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
John Kuhn,34,2016,FB,Offense,NO,985000,0,600000,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Marcus Williams,25,2016,CB,Defense,NYJ,600000,0,600000,0.004,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Darryl Tapp,32,2016,DE,Defense,NO,985000,0,600000,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Chykie Brown,30,2016,CB,Defense,CIN,760000,0,600000,0.004,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Cam Thomas,30,2016,DT,Defense,LAR/STL,760000,0,600000,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Travaris Cadet,27,2016,RB,Offense,NO,760000,0,600000,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
T.J. Johnson,26,2016,C,Offense,CIN,600000,0,600000,0.004,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Arrelious Benn,28,2016,WR,Offense,JAX,760000,0,600000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Dominique Easley,24,2016,DT,Defense,LAR/STL,600000,0,600000,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Sterling Moore,26,2016,CB,Defense,NO,760000,0,600000,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Chris Smith,24,2016,DE,Defense,JAX,600000,0,600000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Charles Johnson,27,2016,WR,Offense,MIN,600000,0,600000,0.004,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Peyton Thompson,26,2016,SS,Defense,JAX,600000,0,600000,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Jeremiah Sirles,25,2016,G,Offense,MIN,600000,0,600000,0.004,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Adam Thielen,26,2016,WR,Offense,MIN,600000,0,600000,0.004,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Kenjon Barner,27,2016,RB,Offense,PHI,600000,0,600000,0.004,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Steven Means,26,2016,DE,Defense,PHI,600000,0,600000,0.004,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Jaylen Watkins,25,2016,S,Defense,PHI,600000,0,600000,0.004,NFC,NFC East,7,9,0,0.4375,4,367,331,36,0.517857,0.558594,No,No
Dontrelle Inman,27,2016,WR,Offense,LAC/SD,600000,0,600000,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Branden Oliver,25,2016,RB,Offense,LAC/SD,600000,0,600000,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Adrian Phillips,24,2016,FS,Defense,LAC/SD,600000,0,600000,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Kenny Wiggins,28,2016,G,Offense,LAC/SD,600000,0,600000,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Tony McDaniel,31,2016,DT,Defense,SEA,985000,0,600000,0.004,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Deshawn Shead,28,2016,FS,Defense,SEA,760000,0,600000,0.004,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Dewey McDonald,26,2016,OLB,Defense,SEA,600000,0,600000,0.004,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Steven Terrell,26,2016,CB,Defense,SEA,600000,0,600000,0.004,NFC,NFC West,10,5,1,0.65625,1,354,292,62,0.425,0.441406,Yes,No
Lorenzo Alexander,33,2016,OLB,Defense,BUF,885000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Leger Douzable,30,2016,DT,Defense,BUF,885000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Ramon Humber,29,2016,OLB,Defense,BUF,885000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Brandon Spikes,29,2016,ILB,Defense,BUF,760000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
IK Enemkpali,25,2016,OLB,Defense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Mike Gillislee,26,2016,RB,Offense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Ryan Groy,26,2016,G,Offense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Jonathan Meeks,27,2016,FS,Defense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Walter Powell,25,2016,WR,Offense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Marc Mariani,29,2016,WR,Offense,TEN,760000,0,600000,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Colton Schmidt,26,2016,P,Special Teams,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Antonio Andrews,24,2016,RB,Offense,TEN,600000,0,600000,0.003,AFC,AFC South,9,7,0,0.5625,2,381,378,3,0.458333,0.464844,No,No
Jerel Worthy,26,2016,DT,Defense,BUF,600000,0,600000,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Connor Barth,30,2016,K,Special Teams,CHI,885000,0,600000,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Mike Adams,26,2016,LT,Offense,CHI,760000,0,600000,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Josh Bellamy,27,2016,WR,Offense,CHI,760000,0,600000,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Marcus Burley,26,2016,CB,Defense,CLE,600000,0,600000,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Glenn Winston,27,2016,RB,Offense,CLE,600000,0,600000,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Dekoda Watson,28,2016,OLB,Defense,DEN,760000,0,600000,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Billy Winn,27,2016,DE,Defense,DEN,760000,0,600000,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Brett Goode,32,2016,LS,Special Teams,GB,885000,0,600000,0.004,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Sam Brenner,26,2016,C,Offense,DEN,600000,0,600000,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Jordan Todman,26,2016,RB,Offense,IND,760000,0,600000,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Todd Davis,26,2016,ILB,Defense,DEN,600000,0,600000,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Robert Turbin,27,2016,RB,Offense,IND,760000,0,600000,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Brandon McManus,25,2016,K,Special Teams,DEN,600000,0,600000,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Eric Murray,22,2016,CB,Defense,KC,450000,149950,599950,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Chris Moore,23,2016,WR,Offense,BAL,450000,149090,599090,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Ryan Smith,23,2016,CB,Defense,TB,450000,148040,598040,0.004,NFC,NFC South,9,7,0,0.5625,2,354,369,-15,0.434028,0.492188,No,No
Matt Barkley,26,2016,QB,Offense,CHI,595588,0,595588,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
B.J. Goodson,23,2016,ILB,Defense,NYG,450000,145551,595551,0.004,NFC,NFC East,11,5,0,0.6875,2,310,284,26,0.454545,0.486328,Yes,No
Tyler Higbee,23,2016,TE,Offense,LAR/STL,450000,145215,595215,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Miles Killebrew,23,2016,S,Defense,DET,450000,144641,594641,0.004,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Malcolm Mitchell,23,2016,WR,Offense,NE,450000,144498,594498,0.004,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Nick Kwiatkoski,23,2016,ILB,Defense,CHI,450000,143780,593780,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Ricardo Louis,22,2016,WR,Offense,CLE,450000,141962,591962,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
De'Vondre Campbell,23,2016,OLB,Defense,ATL,450000,141382,591382,0.004,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Hassan Ridgeway,22,2016,DE,Defense,IND,450000,140055,590055,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Pharoh Cooper,21,2016,WR,Offense,LAR/STL,450000,138666,588666,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
Juston Burris,23,2016,CB,Defense,NYJ,450000,137782,587782,0.004,AFC,AFC East,5,11,0,0.3125,4,275,409,-134,0.3125,0.517578,No,No
Joe Cardona,24,2016,LS,Special Teams,NE,525000,25000,587500,0.004,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Grady Jarrett,23,2016,DT,Defense,ATL,525000,61963,586963,0.004,NFC,NFC South,11,5,0,0.6875,1,540,406,134,0.451705,0.480469,Yes,No
Tyler Ervin,23,2016,RB,Offense,HOU,450000,136892,586892,0.004,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Rashad Greene,24,2016,WR,Offense,JAX,525000,60953,585953,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
David Onyemata,24,2016,DT,Defense,NO,450000,135586,585586,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Adrian Amos,23,2016,FS,Defense,CHI,525000,58070,583070,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Bobby McCain,23,2016,CB,Defense,MIA,525000,57072,582072,0.004,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Stefon Diggs,23,2016,WR,Offense,MIN,525000,56928,581928,0.004,NFC,NFC North,8,8,0,0.5,3,327,307,20,0.457031,0.492188,No,No
Deon Bush,23,2016,S,Defense,CHI,450000,131554,581554,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
Perry Riley,28,2016,ILB,Defense,LV/OAK,581176,0,581176,0.004,AFC,AFC West,12,4,0,0.75,2,416,385,31,0.442708,0.503906,Yes,No
Brett Hundley,23,2016,QB,Offense,GB,525000,55908,580908,0.004,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Jay Ajayi,23,2016,RB,Offense,MIA,525000,55203,580203,0.004,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
David Parry,24,2016,DT,Defense,IND,525000,55002,580002,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Antonio Morrison,22,2016,ILB,Defense,IND,450000,129976,579976,0.004,AFC,AFC South,8,8,0,0.5,3,411,392,19,0.40625,0.492188,No,No
Kyle Emanuel,25,2016,OLB,Defense,LAC/SD,525000,54643,579643,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Tyeler Davison,24,2016,DT,Defense,NO,525000,54306,579306,0.004,NFC,NFC South,7,9,0,0.4375,3,469,454,15,0.392857,0.523438,No,No
Demarcus Robinson,22,2016,WR,Offense,KC,450000,129293,579293,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Tony Lippett,24,2016,CB,Defense,MIA,525000,53691,578691,0.004,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
C.J. Uzomah,23,2016,TE,Offense,CIN,525000,53190,578190,0.004,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Deiondre' Hall,22,2016,CB,Defense,CHI,450000,127722,577722,0.004,NFC,NFC North,3,13,0,0.1875,4,279,399,-120,0.395833,0.521484,No,No
J.J. Nelson,24,2016,WR,Offense,ARI,525000,52450,577450,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Jesse James,22,2016,TE,Offense,PIT,525000,52228,577228,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Evan Boehm,23,2016,G,Offense,ARI,450000,126620,576620,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
D.J. Alexander,25,2016,ILB,Defense,KC,525000,41563,575563,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
James O'Shaughnessy,24,2016,TE,Offense,KC,525000,41563,575563,0.004,AFC,AFC West,12,4,0,0.75,1,389,311,78,0.479167,0.507812,Yes,No
Derrick Kindred,23,2016,S,Defense,CLE,450000,124839,574839,0.003,AFC,AFC North,1,15,0,0.0625,4,264,452,-188,0.3125,0.548828,No,No
Lorenzo Doss,22,2016,CB,Defense,DEN,525000,49303,574303,0.004,AFC,AFC West,9,7,0,0.5625,3,333,297,36,0.454861,0.548828,No,No
Bradley Pinion,22,2016,P,Special Teams,SF,525000,48550,573550,0.003,NFC,NFC West,2,14,0,0.125,4,309,480,-171,0.25,0.503906,No,No
Alex Lewis,24,2016,G,Offense,BAL,450000,122974,572974,0.004,AFC,AFC North,8,8,0,0.5,2,343,321,22,0.363281,0.498047,No,No
Aaron Colvin,25,2016,CB,Defense,JAX,458823,113288,572111,0.003,AFC,AFC South,3,13,0,0.1875,4,318,400,-82,0.416667,0.527344,No,No
Michael Burton,24,2016,FB,Offense,DET,525000,46089,571089,0.004,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Cameron Artis-Payne,26,2016,RB,Offense,CAR,525000,41563,566563,0.004,NFC,NFC South,6,10,0,0.375,4,369,402,-33,0.354167,0.517578,No,No
David Mayo,23,2016,OLB,Defense,CAR,525000,41563,566563,0.004,NFC,NFC South,6,10,0,0.375,4,369,402,-33,0.354167,0.517578,No,No
Keith Mumphery,24,2016,WR,Offense,HOU,525000,41563,566563,0.004,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Damion Square,27,2016,DT,Defense,LAC/SD,516176,50000,566176,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Donald Butler,28,2016,ILB,Defense,MIA,760000,0,564705,0.003,AFC,AFC East,10,6,0,0.625,2,363,380,-17,0.340625,0.455078,Yes,No
Justin Hunter,25,2016,WR,Offense,BUF,555884,0,555884,0.004,AFC,AFC East,7,9,0,0.4375,3,399,378,21,0.339286,0.482422,No,No
Greg Scruggs,26,2016,DE,Defense,NE,555882,0,555882,0.004,AFC,AFC East,14,2,0,0.875,1,441,250,191,0.424107,0.439453,Yes,Yes
Aaron Brewer,26,2016,LS,Special Teams,ARI,555882,0,555882,0.004,NFC,NFC West,7,8,1,0.46875,2,418,362,56,0.366071,0.462891,No,No
Darius Philon,22,2016,DE,Defense,LAC/SD,525000,30146,555146,0.004,AFC,AFC West,5,11,0,0.3125,4,410,423,-13,0.5125,0.542969,No,No
Derron Smith,24,2016,SS,Defense,CIN,525000,29658,554658,0.003,AFC,AFC North,6,9,1,0.40625,3,325,315,10,0.333333,0.521484,No,No
Leterrius Walton,24,2016,DE,Defense,PIT,525000,29232,554232,0.004,AFC,AFC North,11,5,0,0.6875,1,399,327,72,0.423295,0.494141,Yes,No
Quandre Diggs,23,2016,SS,Defense,DET,525000,28838,553838,0.004,NFC,NFC North,9,7,0,0.5625,2,346,358,-12,0.392361,0.474609,Yes,No
Aaron Ripkowski,24,2016,FB,Offense,GB,525000,26599,551599,0.003,NFC,NFC North,10,6,0,0.625,1,432,388,44,0.453125,0.507812,Yes,No
Christian Covington,23,2016,DE,Defense,HOU,525000,22622,547622,0.004,AFC,AFC South,9,7,0,0.5625,1,279,328,-49,0.427083,0.501953,Yes,No
Cody Wichmann,24,2016,G,Offense,LAR/STL,525000,22621,547621,0.004,NFC,NFC West,4,12,0,0.25,3,224,394,-170,0.5,0.503906,No,No
